 CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
 103.49%             358.2MiB / 1.944GiB   18.00%              224MB / 298MB       0B / 0B             233
 103.63%             358.6MiB / 1.944GiB   18.02%              226MB / 300MB       0B / 0B             233
 103.63%             358.6MiB / 1.944GiB   18.02%              226MB / 300MB       0B / 0B             233
 101.41%             359.3MiB / 1.944GiB   18.05%              227MB / 303MB       0B / 0B             233
 101.41%             359.3MiB / 1.944GiB   18.05%              227MB / 303MB       0B / 0B             233
 105.78%             359.4MiB / 1.944GiB   18.06%              229MB / 305MB       0B / 0B             233
 105.78%             359.4MiB / 1.944GiB   18.06%              229MB / 305MB       0B / 0B             233
 105.29%             361.6MiB / 1.944GiB   18.17%              231MB / 308MB       0B / 0B             233
 105.29%             361.6MiB / 1.944GiB   18.17%              231MB / 308MB       0B / 0B             233
 106.78%             362MiB / 1.944GiB   18.19%              233MB / 311MB       0B / 0B             233
 106.78%             362MiB / 1.944GiB   18.19%              233MB / 311MB       0B / 0B             233
 103.67%             362.7MiB / 1.944GiB   18.22%              235MB / 313MB       0B / 0B             233
 103.67%             362.7MiB / 1.944GiB   18.22%              235MB / 313MB       0B / 0B             233
 102.88%             362.7MiB / 1.944GiB   18.22%              237MB / 316MB       0B / 0B             233
 102.88%             362.7MiB / 1.944GiB   18.22%              237MB / 316MB       0B / 0B             233
 102.88%             362.7MiB / 1.944GiB   18.22%              237MB / 316MB       0B / 0B             233
 102.88%             362.7MiB / 1.944GiB   18.22%              237MB / 316MB       0B / 0B             233
 55.67%              363MiB / 1.944GiB   18.24%              239MB / 318MB       0B / 0B             233
 55.67%              363MiB / 1.944GiB   18.24%              239MB / 318MB       0B / 0B             233
 105.91%             363.6MiB / 1.944GiB   18.27%              241MB / 321MB       0B / 0B             233
 105.91%             363.6MiB / 1.944GiB   18.27%              241MB / 321MB       0B / 0B             233
 97.08%              363.6MiB / 1.944GiB   18.27%              243MB / 323MB       0B / 0B             233
 97.08%              363.6MiB / 1.944GiB   18.27%              243MB / 323MB       0B / 0B             233
 107.54%             363.9MiB / 1.944GiB   18.28%              245MB / 326MB       0B / 0B             233
 107.54%             363.9MiB / 1.944GiB   18.28%              245MB / 326MB       0B / 0B             233
 104.62%             364.3MiB / 1.944GiB   18.30%              247MB / 329MB       0B / 0B             233
 104.62%             364.3MiB / 1.944GiB   18.30%              247MB / 329MB       0B / 0B             233
 103.63%             364.1MiB / 1.944GiB   18.29%              249MB / 331MB       0B / 0B             233
 103.63%             364.1MiB / 1.944GiB   18.29%              249MB / 331MB       0B / 0B             233
 103.13%             364.1MiB / 1.944GiB   18.29%              251MB / 334MB       0B / 0B             233
 103.13%             364.1MiB / 1.944GiB   18.29%              251MB / 334MB       0B / 0B             233
 103.63%             364.7MiB / 1.944GiB   18.32%              252MB / 336MB       0B / 0B             233
 103.63%             364.7MiB / 1.944GiB   18.32%              252MB / 336MB       0B / 0B             233
 104.16%             365MiB / 1.944GiB   18.34%              255MB / 339MB       0B / 0B             233
 104.16%             365MiB / 1.944GiB   18.34%              255MB / 339MB       0B / 0B             233
 103.71%             365.6MiB / 1.944GiB   18.37%              257MB / 342MB       0B / 0B             233
 103.71%             365.6MiB / 1.944GiB   18.37%              257MB / 342MB       0B / 0B             233
 102.24%             365.5MiB / 1.944GiB   18.36%              258MB / 344MB       0B / 0B             233
 102.24%             365.5MiB / 1.944GiB   18.36%              258MB / 344MB       0B / 0B             233
 105.13%             365.9MiB / 1.944GiB   18.38%              261MB / 347MB       0B / 0B             233
 105.13%             365.9MiB / 1.944GiB   18.38%              261MB / 347MB       0B / 0B             233
 102.09%             366.4MiB / 1.944GiB   18.41%              262MB / 349MB       0B / 0B             233
 102.09%             366.4MiB / 1.944GiB   18.41%              262MB / 349MB       0B / 0B             233
 102.05%             366.8MiB / 1.944GiB   18.43%              264MB / 352MB       0B / 0B             233
 102.05%             366.8MiB / 1.944GiB   18.43%              264MB / 352MB       0B / 0B             233
 102.95%             366.7MiB / 1.944GiB   18.42%              266MB / 355MB       0B / 0B             233
 102.95%             366.7MiB / 1.944GiB   18.42%              266MB / 355MB       0B / 0B             233
 102.82%             367.1MiB / 1.944GiB   18.44%              269MB / 357MB       0B / 0B             233
 102.82%             367.1MiB / 1.944GiB   18.44%              269MB / 357MB       0B / 0B             233
 103.41%             367.5MiB / 1.944GiB   18.46%              271MB / 360MB       0B / 0B             233
 103.41%             367.5MiB / 1.944GiB   18.46%              271MB / 360MB       0B / 0B             233
 102.03%             368MiB / 1.944GiB   18.49%              273MB / 363MB       0B / 0B             233
 102.03%             368MiB / 1.944GiB   18.49%              273MB / 363MB       0B / 0B             233
 103.20%             368.2MiB / 1.944GiB   18.50%              275MB / 365MB       0B / 0B             233
 103.20%             368.2MiB / 1.944GiB   18.50%              275MB / 365MB       0B / 0B             233
 104.26%             368.6MiB / 1.944GiB   18.52%              276MB / 368MB       0B / 0B             233
 104.26%             368.6MiB / 1.944GiB   18.52%              276MB / 368MB       0B / 0B             233
 94.10%              368.7MiB / 1.944GiB   18.52%              278MB / 370MB       0B / 0B             233
 94.10%              368.7MiB / 1.944GiB   18.52%              278MB / 370MB       0B / 0B             233
 105.65%             369.3MiB / 1.944GiB   18.55%              280MB / 373MB       0B / 0B             233
 105.65%             369.3MiB / 1.944GiB   18.55%              280MB / 373MB       0B / 0B             233
 98.56%              369.4MiB / 1.944GiB   18.56%              282MB / 376MB       0B / 0B             233
 98.56%              369.4MiB / 1.944GiB   18.56%              282MB / 376MB       0B / 0B             233
 101.26%             370MiB / 1.944GiB   18.59%              285MB / 379MB       0B / 0B             233
 101.26%             370MiB / 1.944GiB   18.59%              285MB / 379MB       0B / 0B             233
 103.41%             370.1MiB / 1.944GiB   18.59%              286MB / 381MB       0B / 0B             233
 103.41%             370.1MiB / 1.944GiB   18.59%              286MB / 381MB       0B / 0B             233
 74.83%              370.6MiB / 1.944GiB   18.62%              288MB / 384MB       0B / 0B             233
 74.83%              370.6MiB / 1.944GiB   18.62%              288MB / 384MB       0B / 0B             233
 64.98%              370.8MiB / 1.944GiB   18.63%              290MB / 386MB       0B / 0B             233
 64.98%              370.8MiB / 1.944GiB   18.63%              290MB / 386MB       0B / 0B             233
 66.26%              371.2MiB / 1.944GiB   18.65%              292MB / 389MB       0B / 0B             233
 66.26%              371.2MiB / 1.944GiB   18.65%              292MB / 389MB       0B / 0B             233
 87.37%              371.6MiB / 1.944GiB   18.67%              294MB / 392MB       0B / 0B             233
 87.37%              371.6MiB / 1.944GiB   18.67%              294MB / 392MB       0B / 0B             233
 71.97%              372.1MiB / 1.944GiB   18.70%              296MB / 394MB       0B / 0B             233
 71.97%              372.1MiB / 1.944GiB   18.70%              296MB / 394MB       0B / 0B             233
 65.25%              372.1MiB / 1.944GiB   18.70%              298MB / 397MB       0B / 0B             233
 65.25%              372.1MiB / 1.944GiB   18.70%              298MB / 397MB       0B / 0B             233
 84.46%              372.5MiB / 1.944GiB   18.72%              301MB / 400MB       0B / 0B             233
 84.46%              372.5MiB / 1.944GiB   18.72%              301MB / 400MB       0B / 0B             233
 84.27%              373.1MiB / 1.944GiB   18.75%              303MB / 403MB       0B / 0B             233
 84.27%              373.1MiB / 1.944GiB   18.75%              303MB / 403MB       0B / 0B             233
 74.45%              373.2MiB / 1.944GiB   18.75%              305MB / 406MB       0B / 0B             233
 74.45%              373.2MiB / 1.944GiB   18.75%              305MB / 406MB       0B / 0B             233
 74.65%              373.7MiB / 1.944GiB   18.77%              307MB / 409MB       0B / 0B             233
 74.65%              373.7MiB / 1.944GiB   18.77%              307MB / 409MB       0B / 0B             233
 69.29%              373.7MiB / 1.944GiB   18.78%              309MB / 412MB       0B / 0B             233
 69.29%              373.7MiB / 1.944GiB   18.78%              309MB / 412MB       0B / 0B             233
 71.27%              374.1MiB / 1.944GiB   18.80%              311MB / 415MB       0B / 0B             233
 71.27%              374.1MiB / 1.944GiB   18.80%              311MB / 415MB       0B / 0B             233
 87.65%              374.7MiB / 1.944GiB   18.83%              313MB / 418MB       0B / 0B             233
 87.65%              374.7MiB / 1.944GiB   18.83%              313MB / 418MB       0B / 0B             233
 66.70%              374.8MiB / 1.944GiB   18.83%              316MB / 421MB       0B / 0B             233
 66.70%              374.8MiB / 1.944GiB   18.83%              316MB / 421MB       0B / 0B             233
 65.71%              375.3MiB / 1.944GiB   18.85%              318MB / 423MB       0B / 0B             233
 65.71%              375.3MiB / 1.944GiB   18.85%              318MB / 423MB       0B / 0B             233
 72.34%              375.8MiB / 1.944GiB   18.88%              320MB / 427MB       0B / 0B             233
 72.34%              375.8MiB / 1.944GiB   18.88%              320MB / 427MB       0B / 0B             233
 68.06%              376MiB / 1.944GiB   18.89%              322MB / 430MB       0B / 0B             233
 68.06%              376MiB / 1.944GiB   18.89%              322MB / 430MB       0B / 0B             233
 68.73%              376MiB / 1.944GiB   18.89%              324MB / 433MB       0B / 0B             233
 68.73%              376MiB / 1.944GiB   18.89%              324MB / 433MB       0B / 0B             233
 72.00%              376.7MiB / 1.944GiB   18.92%              326MB / 436MB       0B / 0B             233
 72.00%              376.7MiB / 1.944GiB   18.92%              326MB / 436MB       0B / 0B             233
 70.64%              376.7MiB / 1.944GiB   18.93%              329MB / 439MB       0B / 0B             233
 70.64%              376.7MiB / 1.944GiB   18.93%              329MB / 439MB       0B / 0B             233
 68.76%              377.3MiB / 1.944GiB   18.96%              331MB / 442MB       0B / 0B             233
 68.76%              377.3MiB / 1.944GiB   18.96%              331MB / 442MB       0B / 0B             233
 57.55%              377.3MiB / 1.944GiB   18.96%              333MB / 444MB       0B / 0B             233
 57.55%              377.3MiB / 1.944GiB   18.96%              333MB / 444MB       0B / 0B             233
 81.06%              378MiB / 1.944GiB   18.99%              335MB / 448MB       0B / 0B             233
 81.06%              378MiB / 1.944GiB   18.99%              335MB / 448MB       0B / 0B             233
 73.83%              378.5MiB / 1.944GiB   19.02%              337MB / 451MB       0B / 0B             233
 73.83%              378.5MiB / 1.944GiB   19.02%              337MB / 451MB       0B / 0B             233
 65.53%              378.8MiB / 1.944GiB   19.03%              340MB / 454MB       0B / 0B             233
 65.53%              378.8MiB / 1.944GiB   19.03%              340MB / 454MB       0B / 0B             233
 85.95%              378.8MiB / 1.944GiB   19.03%              342MB / 456MB       0B / 0B             233
 85.95%              378.8MiB / 1.944GiB   19.03%              342MB / 456MB       0B / 0B             233
 66.60%              379.1MiB / 1.944GiB   19.04%              344MB / 459MB       0B / 0B             233
 66.60%              379.1MiB / 1.944GiB   19.04%              344MB / 459MB       0B / 0B             233
 54.33%              379.8MiB / 1.944GiB   19.08%              346MB / 462MB       0B / 0B             233
 54.33%              379.8MiB / 1.944GiB   19.08%              346MB / 462MB       0B / 0B             233
 73.61%              379.6MiB / 1.944GiB   19.07%              348MB / 465MB       0B / 0B             233
 73.61%              379.6MiB / 1.944GiB   19.07%              348MB / 465MB       0B / 0B             233
 80.58%              379.8MiB / 1.944GiB   19.08%              350MB / 468MB       0B / 0B             233
 80.58%              379.8MiB / 1.944GiB   19.08%              350MB / 468MB       0B / 0B             233
 65.68%              380.1MiB / 1.944GiB   19.10%              352MB / 471MB       0B / 0B             233
 65.68%              380.1MiB / 1.944GiB   19.10%              352MB / 471MB       0B / 0B             233
 73.99%              380.3MiB / 1.944GiB   19.11%              355MB / 474MB       0B / 0B             233
 73.99%              380.3MiB / 1.944GiB   19.11%              355MB / 474MB       0B / 0B             233
 78.73%              381MiB / 1.944GiB   19.14%              357MB / 477MB       0B / 0B             233
 78.73%              381MiB / 1.944GiB   19.14%              357MB / 477MB       0B / 0B             233
 66.50%              381.2MiB / 1.944GiB   19.15%              359MB / 480MB       0B / 0B             233
 66.50%              381.2MiB / 1.944GiB   19.15%              359MB / 480MB       0B / 0B             233
 77.32%              381.3MiB / 1.944GiB   19.16%              361MB / 483MB       0B / 0B             233
 77.32%              381.3MiB / 1.944GiB   19.16%              361MB / 483MB       0B / 0B             233
 62.93%              381.6MiB / 1.944GiB   19.17%              363MB / 485MB       0B / 0B             233
 62.93%              381.6MiB / 1.944GiB   19.17%              363MB / 485MB       0B / 0B             233
 73.34%              382.2MiB / 1.944GiB   19.20%              365MB / 488MB       0B / 0B             233
 73.34%              382.2MiB / 1.944GiB   19.20%              365MB / 488MB       0B / 0B             233
 75.81%              382.4MiB / 1.944GiB   19.21%              368MB / 492MB       0B / 0B             233
 75.81%              382.4MiB / 1.944GiB   19.21%              368MB / 492MB       0B / 0B             233
 70.70%              382.5MiB / 1.944GiB   19.22%              370MB / 494MB       0B / 0B             233
 70.70%              382.5MiB / 1.944GiB   19.22%              370MB / 494MB       0B / 0B             233
 75.46%              382.9MiB / 1.944GiB   19.23%              372MB / 497MB       0B / 0B             233
 75.46%              382.9MiB / 1.944GiB   19.23%              372MB / 497MB       0B / 0B             233
 73.98%              383.3MiB / 1.944GiB   19.26%              374MB / 500MB       0B / 0B             233
 73.98%              383.3MiB / 1.944GiB   19.26%              374MB / 500MB       0B / 0B             233
 77.34%              383.5MiB / 1.944GiB   19.27%              376MB / 503MB       0B / 0B             233
 77.34%              383.5MiB / 1.944GiB   19.27%              376MB / 503MB       0B / 0B             233
 79.06%              384MiB / 1.944GiB   19.29%              378MB / 506MB       0B / 0B             233
 79.06%              384MiB / 1.944GiB   19.29%              378MB / 506MB       0B / 0B             233
 64.49%              384.1MiB / 1.944GiB   19.30%              380MB / 508MB       0B / 0B             233
 64.49%              384.1MiB / 1.944GiB   19.30%              380MB / 508MB       0B / 0B             233
 79.44%              384.5MiB / 1.944GiB   19.32%              382MB / 512MB       0B / 0B             233
 79.44%              384.5MiB / 1.944GiB   19.32%              382MB / 512MB       0B / 0B             233
 81.02%              384.7MiB / 1.944GiB   19.33%              384MB / 514MB       0B / 0B             233
 81.02%              384.7MiB / 1.944GiB   19.33%              384MB / 514MB       0B / 0B             233
 73.46%              385.2MiB / 1.944GiB   19.35%              386MB / 517MB       0B / 0B             233
 73.46%              385.2MiB / 1.944GiB   19.35%              386MB / 517MB       0B / 0B             233
 76.36%              385.4MiB / 1.944GiB   19.36%              389MB / 520MB       0B / 0B             233
 76.36%              385.4MiB / 1.944GiB   19.36%              389MB / 520MB       0B / 0B             233
 62.24%              385.7MiB / 1.944GiB   19.38%              390MB / 523MB       0B / 0B             233
 62.24%              385.7MiB / 1.944GiB   19.38%              390MB / 523MB       0B / 0B             233
 76.33%              386.4MiB / 1.944GiB   19.41%              393MB / 526MB       0B / 0B             233
 76.33%              386.4MiB / 1.944GiB   19.41%              393MB / 526MB       0B / 0B             233
 77.49%              386.6MiB / 1.944GiB   19.42%              395MB / 529MB       0B / 0B             233
 77.49%              386.6MiB / 1.944GiB   19.42%              395MB / 529MB       0B / 0B             233
 83.70%              386.6MiB / 1.944GiB   19.42%              397MB / 532MB       0B / 0B             233
 83.70%              386.6MiB / 1.944GiB   19.42%              397MB / 532MB       0B / 0B             233
 62.40%              387MiB / 1.944GiB   19.44%              399MB / 534MB       0B / 0B             233
 62.40%              387MiB / 1.944GiB   19.44%              399MB / 534MB       0B / 0B             233
 76.58%              387.5MiB / 1.944GiB   19.47%              401MB / 537MB       0B / 0B             233
 76.58%              387.5MiB / 1.944GiB   19.47%              401MB / 537MB       0B / 0B             233
 75.65%              387.5MiB / 1.944GiB   19.47%              403MB / 540MB       0B / 0B             233
 75.65%              387.5MiB / 1.944GiB   19.47%              403MB / 540MB       0B / 0B             233
 70.12%              388MiB / 1.944GiB   19.49%              405MB / 543MB       0B / 0B             233
 70.12%              388MiB / 1.944GiB   19.49%              405MB / 543MB       0B / 0B             233
 78.34%              388.4MiB / 1.944GiB   19.51%              407MB / 546MB       0B / 0B             233
 78.34%              388.4MiB / 1.944GiB   19.51%              407MB / 546MB       0B / 0B             233
 72.99%              388.4MiB / 1.944GiB   19.51%              409MB / 549MB       0B / 0B             233
 72.99%              388.4MiB / 1.944GiB   19.51%              409MB / 549MB       0B / 0B             233
 72.52%              388.6MiB / 1.944GiB   19.52%              412MB / 552MB       0B / 0B             233
 72.52%              388.6MiB / 1.944GiB   19.52%              412MB / 552MB       0B / 0B             233
 81.65%              388.8MiB / 1.944GiB   19.53%              414MB / 555MB       0B / 0B             233
 81.65%              388.8MiB / 1.944GiB   19.53%              414MB / 555MB       0B / 0B             233
 71.33%              389.3MiB / 1.944GiB   19.56%              416MB / 558MB       0B / 0B             233
 71.33%              389.3MiB / 1.944GiB   19.56%              416MB / 558MB       0B / 0B             233
 82.72%              389.5MiB / 1.944GiB   19.57%              418MB / 560MB       0B / 0B             233
 82.72%              389.5MiB / 1.944GiB   19.57%              418MB / 560MB       0B / 0B             233
 71.32%              389.9MiB / 1.944GiB   19.59%              420MB / 563MB       0B / 0B             233
 71.32%              389.9MiB / 1.944GiB   19.59%              420MB / 563MB       0B / 0B             233
 73.80%              389.9MiB / 1.944GiB   19.59%              422MB / 566MB       0B / 0B             233
 73.80%              389.9MiB / 1.944GiB   19.59%              422MB / 566MB       0B / 0B             233
 77.77%              390.2MiB / 1.944GiB   19.60%              425MB / 569MB       0B / 0B             233
 77.77%              390.2MiB / 1.944GiB   19.60%              425MB / 569MB       0B / 0B             233
 75.59%              390.8MiB / 1.944GiB   19.63%              427MB / 572MB       0B / 0B             233
 75.59%              390.8MiB / 1.944GiB   19.63%              427MB / 572MB       0B / 0B             233
 81.00%              391.5MiB / 1.944GiB   19.67%              429MB / 575MB       0B / 0B             233
 81.00%              391.5MiB / 1.944GiB   19.67%              429MB / 575MB       0B / 0B             233
 72.87%              391.2MiB / 1.944GiB   19.66%              431MB / 577MB       0B / 0B             233
 72.87%              391.2MiB / 1.944GiB   19.66%              431MB / 577MB       0B / 0B             233
 83.29%              391.4MiB / 1.944GiB   19.66%              433MB / 581MB       0B / 0B             233
 83.29%              391.4MiB / 1.944GiB   19.66%              433MB / 581MB       0B / 0B             233
 70.31%              391.8MiB / 1.944GiB   19.69%              435MB / 584MB       0B / 0B             233
 70.31%              391.8MiB / 1.944GiB   19.69%              435MB / 584MB       0B / 0B             233
 65.98%              392.5MiB / 1.944GiB   19.72%              437MB / 587MB       0B / 0B             233
 65.98%              392.5MiB / 1.944GiB   19.72%              437MB / 587MB       0B / 0B             233
 72.34%              392.5MiB / 1.944GiB   19.72%              439MB / 589MB       0B / 0B             233
 72.34%              392.5MiB / 1.944GiB   19.72%              439MB / 589MB       0B / 0B             233
 85.97%              393MiB / 1.944GiB   19.75%              442MB / 592MB       0B / 0B             233
 85.97%              393MiB / 1.944GiB   19.75%              442MB / 592MB       0B / 0B             233
 81.56%              393.4MiB / 1.944GiB   19.76%              443MB / 595MB       0B / 0B             233
 81.56%              393.4MiB / 1.944GiB   19.76%              443MB / 595MB       0B / 0B             233
 80.11%              393.7MiB / 1.944GiB   19.78%              445MB / 598MB       0B / 0B             233
 80.11%              393.7MiB / 1.944GiB   19.78%              445MB / 598MB       0B / 0B             233
 78.23%              393.9MiB / 1.944GiB   19.79%              448MB / 601MB       0B / 0B             233
 78.23%              393.9MiB / 1.944GiB   19.79%              448MB / 601MB       0B / 0B             233
 75.28%              394.6MiB / 1.944GiB   19.82%              450MB / 603MB       0B / 0B             233
 75.28%              394.6MiB / 1.944GiB   19.82%              450MB / 603MB       0B / 0B             233
 71.01%              394.5MiB / 1.944GiB   19.82%              451MB / 606MB       0B / 0B             233
 71.01%              394.5MiB / 1.944GiB   19.82%              451MB / 606MB       0B / 0B             233
 90.41%              394.9MiB / 1.944GiB   19.84%              454MB / 609MB       0B / 0B             233
 90.41%              394.9MiB / 1.944GiB   19.84%              454MB / 609MB       0B / 0B             233
 65.91%              394.6MiB / 1.944GiB   19.82%              456MB / 611MB       0B / 0B             233
 65.91%              394.6MiB / 1.944GiB   19.82%              456MB / 611MB       0B / 0B             233
 84.17%              395.1MiB / 1.944GiB   19.85%              457MB / 613MB       0B / 0B             233
 84.17%              395.1MiB / 1.944GiB   19.85%              457MB / 613MB       0B / 0B             233
 79.62%              395.3MiB / 1.944GiB   19.86%              459MB / 616MB       0B / 0B             233
 79.62%              395.3MiB / 1.944GiB   19.86%              459MB / 616MB       0B / 0B             233
 79.62%              395.3MiB / 1.944GiB   19.86%              459MB / 616MB       0B / 0B             233
 80.79%              395.8MiB / 1.944GiB   19.88%              461MB / 619MB       0B / 0B             233
 80.79%              395.8MiB / 1.944GiB   19.88%              461MB / 619MB       0B / 0B             233
 65.60%              396.3MiB / 1.944GiB   19.91%              463MB / 621MB       0B / 0B             233
 65.60%              396.3MiB / 1.944GiB   19.91%              463MB / 621MB       0B / 0B             233
 61.10%              396.3MiB / 1.944GiB   19.91%              465MB / 623MB       0B / 0B             233
 61.10%              396.3MiB / 1.944GiB   19.91%              465MB / 623MB       0B / 0B             233
 62.43%              396.6MiB / 1.944GiB   19.92%              466MB / 626MB       0B / 0B             233
 62.43%              396.6MiB / 1.944GiB   19.92%              466MB / 626MB       0B / 0B             233
 76.79%              397MiB / 1.944GiB   19.94%              468MB / 628MB       0B / 0B             233
 76.79%              397MiB / 1.944GiB   19.94%              468MB / 628MB       0B / 0B             233
 78.32%              396.9MiB / 1.944GiB   19.94%              470MB / 631MB       0B / 0B             233
 78.32%              396.9MiB / 1.944GiB   19.94%              470MB / 631MB       0B / 0B             233
 66.59%              397.3MiB / 1.944GiB   19.96%              472MB / 634MB       0B / 0B             233
 66.59%              397.3MiB / 1.944GiB   19.96%              472MB / 634MB       0B / 0B             233
 82.60%              397.5MiB / 1.944GiB   19.97%              474MB / 636MB       0B / 0B             233
 82.60%              397.5MiB / 1.944GiB   19.97%              474MB / 636MB       0B / 0B             233
 62.05%              397.9MiB / 1.944GiB   19.99%              476MB / 639MB       0B / 0B             233
 62.05%              397.9MiB / 1.944GiB   19.99%              476MB / 639MB       0B / 0B             233
 75.30%              398.2MiB / 1.944GiB   20.01%              478MB / 642MB       0B / 0B             233
 75.30%              398.2MiB / 1.944GiB   20.01%              478MB / 642MB       0B / 0B             233
 79.55%              398.6MiB / 1.944GiB   20.03%              480MB / 644MB       0B / 0B             233
 79.55%              398.6MiB / 1.944GiB   20.03%              480MB / 644MB       0B / 0B             233
 66.64%              398.4MiB / 1.944GiB   20.02%              482MB / 647MB       0B / 0B             233
 66.64%              398.4MiB / 1.944GiB   20.02%              482MB / 647MB       0B / 0B             233
 62.59%              401.2MiB / 1.944GiB   20.16%              484MB / 649MB       0B / 0B             233
 62.59%              401.2MiB / 1.944GiB   20.16%              484MB / 649MB       0B / 0B             233
 90.72%              401.7MiB / 1.944GiB   20.18%              486MB / 652MB       0B / 0B             233
 90.72%              401.7MiB / 1.944GiB   20.18%              486MB / 652MB       0B / 0B             233
 81.91%              401.7MiB / 1.944GiB   20.18%              488MB / 656MB       0B / 0B             233
 81.91%              401.7MiB / 1.944GiB   20.18%              488MB / 656MB       0B / 0B             233
 71.47%              402.2MiB / 1.944GiB   20.21%              490MB / 658MB       0B / 0B             233
 71.47%              402.2MiB / 1.944GiB   20.21%              490MB / 658MB       0B / 0B             233
 72.42%              402.5MiB / 1.944GiB   20.22%              492MB / 661MB       0B / 0B             233
 72.42%              402.5MiB / 1.944GiB   20.22%              492MB / 661MB       0B / 0B             233
 75.16%              402.1MiB / 1.944GiB   20.20%              494MB / 664MB       0B / 0B             233
 75.16%              402.1MiB / 1.944GiB   20.20%              494MB / 664MB       0B / 0B             233
 69.55%              402.7MiB / 1.944GiB   20.23%              496MB / 666MB       0B / 0B             233
 69.55%              402.7MiB / 1.944GiB   20.23%              496MB / 666MB       0B / 0B             233
 75.90%              402.7MiB / 1.944GiB   20.23%              498MB / 669MB       0B / 0B             233
 75.90%              402.7MiB / 1.944GiB   20.23%              498MB / 669MB       0B / 0B             233
 72.96%              403.3MiB / 1.944GiB   20.26%              501MB / 672MB       0B / 0B             233
 72.96%              403.3MiB / 1.944GiB   20.26%              501MB / 672MB       0B / 0B             233
 84.56%              403.9MiB / 1.944GiB   20.29%              503MB / 675MB       0B / 0B             233
 84.56%              403.9MiB / 1.944GiB   20.29%              503MB / 675MB       0B / 0B             233
 74.42%              404MiB / 1.944GiB   20.30%              505MB / 678MB       0B / 0B             233
 74.42%              404MiB / 1.944GiB   20.30%              505MB / 678MB       0B / 0B             233
 97.11%              404MiB / 1.944GiB   20.30%              507MB / 680MB       0B / 0B             233
 97.11%              404MiB / 1.944GiB   20.30%              507MB / 680MB       0B / 0B             233
 78.88%              404.5MiB / 1.944GiB   20.32%              509MB / 683MB       0B / 0B             233
 78.88%              404.5MiB / 1.944GiB   20.32%              509MB / 683MB       0B / 0B             233
 75.26%              404.8MiB / 1.944GiB   20.34%              511MB / 686MB       0B / 0B             233
 75.26%              404.8MiB / 1.944GiB   20.34%              511MB / 686MB       0B / 0B             233
 65.80%              405.1MiB / 1.944GiB   20.35%              513MB / 689MB       0B / 0B             233
 65.80%              405.1MiB / 1.944GiB   20.35%              513MB / 689MB       0B / 0B             233
 78.93%              405.3MiB / 1.944GiB   20.36%              515MB / 692MB       0B / 0B             233
 78.93%              405.3MiB / 1.944GiB   20.36%              515MB / 692MB       0B / 0B             233
 65.88%              405.7MiB / 1.944GiB   20.38%              517MB / 694MB       0B / 0B             233
 65.88%              405.7MiB / 1.944GiB   20.38%              517MB / 694MB       0B / 0B             233
 69.00%              406MiB / 1.944GiB   20.40%              519MB / 697MB       0B / 0B             233
 69.00%              406MiB / 1.944GiB   20.40%              519MB / 697MB       0B / 0B             233
 75.33%              406MiB / 1.944GiB   20.40%              521MB / 700MB       0B / 0B             233
 75.33%              406MiB / 1.944GiB   20.40%              521MB / 700MB       0B / 0B             233
 73.77%              406.7MiB / 1.944GiB   20.43%              524MB / 703MB       0B / 0B             233
 73.77%              406.7MiB / 1.944GiB   20.43%              524MB / 703MB       0B / 0B             233
 75.90%              406.8MiB / 1.944GiB   20.44%              526MB / 707MB       0B / 0B             233
 75.90%              406.8MiB / 1.944GiB   20.44%              526MB / 707MB       0B / 0B             233
 71.06%              407MiB / 1.944GiB   20.45%              528MB / 710MB       0B / 0B             233
 71.06%              407MiB / 1.944GiB   20.45%              528MB / 710MB       0B / 0B             233
 76.38%              407.2MiB / 1.944GiB   20.46%              530MB / 712MB       0B / 0B             233
 76.38%              407.2MiB / 1.944GiB   20.46%              530MB / 712MB       0B / 0B             233
 76.91%              407.8MiB / 1.944GiB   20.49%              532MB / 715MB       0B / 0B             233
 76.91%              407.8MiB / 1.944GiB   20.49%              532MB / 715MB       0B / 0B             233
 67.68%              408.2MiB / 1.944GiB   20.51%              534MB / 718MB       0B / 0B             233
 67.68%              408.2MiB / 1.944GiB   20.51%              534MB / 718MB       0B / 0B             233
 57.29%              408.3MiB / 1.944GiB   20.51%              536MB / 720MB       0B / 0B             233
 57.29%              408.3MiB / 1.944GiB   20.51%              536MB / 720MB       0B / 0B             233
 67.83%              408.6MiB / 1.944GiB   20.53%              538MB / 723MB       0B / 0B             233
 67.83%              408.6MiB / 1.944GiB   20.53%              538MB / 723MB       0B / 0B             233
 67.71%              408.9MiB / 1.944GiB   20.55%              540MB / 726MB       0B / 0B             233
 67.71%              408.9MiB / 1.944GiB   20.55%              540MB / 726MB       0B / 0B             233
 66.92%              409.4MiB / 1.944GiB   20.57%              543MB / 729MB       0B / 0B             233
 66.92%              409.4MiB / 1.944GiB   20.57%              543MB / 729MB       0B / 0B             233
 74.22%              409.5MiB / 1.944GiB   20.57%              545MB / 732MB       0B / 0B             233
 74.22%              409.5MiB / 1.944GiB   20.57%              545MB / 732MB       0B / 0B             233
 73.00%              409.8MiB / 1.944GiB   20.59%              547MB / 735MB       0B / 0B             233
 73.00%              409.8MiB / 1.944GiB   20.59%              547MB / 735MB       0B / 0B             233
