 CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
 69.61%              409.9MiB / 1.944GiB   20.59%              549MB / 738MB       0B / 0B             233
 69.61%              409.9MiB / 1.944GiB   20.59%              549MB / 738MB       0B / 0B             233
 72.50%              410.3MiB / 1.944GiB   20.61%              551MB / 741MB       0B / 0B             233
 72.50%              410.3MiB / 1.944GiB   20.61%              551MB / 741MB       0B / 0B             233
 65.55%              410.6MiB / 1.944GiB   20.63%              553MB / 744MB       0B / 0B             233
 65.55%              410.6MiB / 1.944GiB   20.63%              553MB / 744MB       0B / 0B             233
 76.02%              411MiB / 1.944GiB   20.65%              556MB / 747MB       0B / 0B             233
 76.02%              411MiB / 1.944GiB   20.65%              556MB / 747MB       0B / 0B             233
 67.84%              411.3MiB / 1.944GiB   20.66%              558MB / 750MB       0B / 0B             233
 67.84%              411.3MiB / 1.944GiB   20.66%              558MB / 750MB       0B / 0B             233
 74.18%              411.6MiB / 1.944GiB   20.68%              560MB / 753MB       0B / 0B             233
 74.18%              411.6MiB / 1.944GiB   20.68%              560MB / 753MB       0B / 0B             233
 67.90%              411.7MiB / 1.944GiB   20.69%              562MB / 756MB       0B / 0B             233
 67.90%              411.7MiB / 1.944GiB   20.69%              562MB / 756MB       0B / 0B             233
 65.51%              412.1MiB / 1.944GiB   20.70%              564MB / 759MB       0B / 0B             233
 65.51%              412.1MiB / 1.944GiB   20.70%              564MB / 759MB       0B / 0B             233
 77.53%              412.4MiB / 1.944GiB   20.72%              567MB / 762MB       0B / 0B             233
 77.53%              412.4MiB / 1.944GiB   20.72%              567MB / 762MB       0B / 0B             233
 73.30%              412.6MiB / 1.944GiB   20.73%              569MB / 765MB       0B / 0B             233
 73.30%              412.6MiB / 1.944GiB   20.73%              569MB / 765MB       0B / 0B             233
 71.98%              412.9MiB / 1.944GiB   20.75%              571MB / 768MB       0B / 0B             233
 71.98%              412.9MiB / 1.944GiB   20.75%              571MB / 768MB       0B / 0B             233
 73.62%              413.6MiB / 1.944GiB   20.78%              573MB / 771MB       0B / 0B             233
 73.62%              413.6MiB / 1.944GiB   20.78%              573MB / 771MB       0B / 0B             233
 73.05%              413.4MiB / 1.944GiB   20.77%              575MB / 774MB       0B / 0B             233
 73.05%              413.4MiB / 1.944GiB   20.77%              575MB / 774MB       0B / 0B             233
 74.34%              413.6MiB / 1.944GiB   20.78%              577MB / 777MB       0B / 0B             233
 74.34%              413.6MiB / 1.944GiB   20.78%              577MB / 777MB       0B / 0B             233
 71.82%              414MiB / 1.944GiB   20.80%              579MB / 780MB       0B / 0B             233
 71.82%              414MiB / 1.944GiB   20.80%              579MB / 780MB       0B / 0B             233
 76.75%              414.4MiB / 1.944GiB   20.82%              582MB / 783MB       0B / 0B             233
 76.75%              414.4MiB / 1.944GiB   20.82%              582MB / 783MB       0B / 0B             233
 93.47%              414.6MiB / 1.944GiB   20.83%              584MB / 786MB       0B / 0B             233
 93.47%              414.6MiB / 1.944GiB   20.83%              584MB / 786MB       0B / 0B             233
 82.12%              415MiB / 1.944GiB   20.85%              586MB / 788MB       0B / 0B             233
 82.12%              415MiB / 1.944GiB   20.85%              586MB / 788MB       0B / 0B             233
 66.51%              415.3MiB / 1.944GiB   20.86%              588MB / 791MB       0B / 0B             233
 66.51%              415.3MiB / 1.944GiB   20.86%              588MB / 791MB       0B / 0B             233
 76.79%              415.7MiB / 1.944GiB   20.88%              590MB / 794MB       0B / 0B             233
 76.79%              415.7MiB / 1.944GiB   20.88%              590MB / 794MB       0B / 0B             233
 74.79%              415.6MiB / 1.944GiB   20.88%              592MB / 797MB       0B / 0B             233
 74.79%              415.6MiB / 1.944GiB   20.88%              592MB / 797MB       0B / 0B             233
 71.06%              416.1MiB / 1.944GiB   20.91%              594MB / 800MB       0B / 0B             233
 71.06%              416.1MiB / 1.944GiB   20.91%              594MB / 800MB       0B / 0B             233
 73.18%              416.7MiB / 1.944GiB   20.93%              596MB / 802MB       0B / 0B             233
 73.18%              416.7MiB / 1.944GiB   20.93%              596MB / 802MB       0B / 0B             233
 69.76%              416.8MiB / 1.944GiB   20.94%              598MB / 805MB       0B / 0B             233
 69.76%              416.8MiB / 1.944GiB   20.94%              598MB / 805MB       0B / 0B             233
 80.05%              417.1MiB / 1.944GiB   20.96%              600MB / 808MB       0B / 0B             233
 80.05%              417.1MiB / 1.944GiB   20.96%              600MB / 808MB       0B / 0B             233
 81.14%              417.2MiB / 1.944GiB   20.96%              602MB / 811MB       0B / 0B             233
 81.14%              417.2MiB / 1.944GiB   20.96%              602MB / 811MB       0B / 0B             233
 73.09%              417.4MiB / 1.944GiB   20.97%              604MB / 814MB       0B / 0B             233
 73.09%              417.4MiB / 1.944GiB   20.97%              604MB / 814MB       0B / 0B             233
 74.33%              417.9MiB / 1.944GiB   21.00%              607MB / 817MB       0B / 0B             233
 74.33%              417.9MiB / 1.944GiB   21.00%              607MB / 817MB       0B / 0B             233
 72.32%              418.3MiB / 1.944GiB   21.02%              609MB / 820MB       0B / 0B             233
 72.32%              418.3MiB / 1.944GiB   21.02%              609MB / 820MB       0B / 0B             233
 71.35%              418.6MiB / 1.944GiB   21.03%              611MB / 823MB       0B / 0B             233
 71.35%              418.6MiB / 1.944GiB   21.03%              611MB / 823MB       0B / 0B             233
 73.32%              418.5MiB / 1.944GiB   21.02%              613MB / 825MB       0B / 0B             233
 73.32%              418.5MiB / 1.944GiB   21.02%              613MB / 825MB       0B / 0B             233
 80.58%              418.9MiB / 1.944GiB   21.05%              615MB / 828MB       0B / 0B             233
 80.58%              418.9MiB / 1.944GiB   21.05%              615MB / 828MB       0B / 0B             233
 78.59%              419.6MiB / 1.944GiB   21.08%              617MB / 831MB       0B / 0B             233
 78.59%              419.6MiB / 1.944GiB   21.08%              617MB / 831MB       0B / 0B             233
 73.85%              420MiB / 1.944GiB   21.10%              619MB / 834MB       0B / 0B             233
 73.85%              420MiB / 1.944GiB   21.10%              619MB / 834MB       0B / 0B             233
 71.87%              420.2MiB / 1.944GiB   21.11%              621MB / 837MB       0B / 0B             233
 71.87%              420.2MiB / 1.944GiB   21.11%              621MB / 837MB       0B / 0B             233
 82.29%              420.6MiB / 1.944GiB   21.13%              623MB / 840MB       0B / 0B             233
 82.29%              420.6MiB / 1.944GiB   21.13%              623MB / 840MB       0B / 0B             233
 67.60%              420.8MiB / 1.944GiB   21.14%              626MB / 842MB       0B / 0B             233
 67.60%              420.8MiB / 1.944GiB   21.14%              626MB / 842MB       0B / 0B             233
 75.97%              421MiB / 1.944GiB   21.15%              628MB / 845MB       0B / 0B             233
 75.97%              421MiB / 1.944GiB   21.15%              628MB / 845MB       0B / 0B             233
 80.09%              421.2MiB / 1.944GiB   21.16%              630MB / 848MB       0B / 0B             233
 80.09%              421.2MiB / 1.944GiB   21.16%              630MB / 848MB       0B / 0B             233
 70.03%              421.7MiB / 1.944GiB   21.19%              632MB / 851MB       0B / 0B             233
 70.03%              421.7MiB / 1.944GiB   21.19%              632MB / 851MB       0B / 0B             233
 78.66%              422.1MiB / 1.944GiB   21.20%              634MB / 854MB       0B / 0B             233
 78.66%              422.1MiB / 1.944GiB   21.20%              634MB / 854MB       0B / 0B             233
 72.86%              422.2MiB / 1.944GiB   21.21%              636MB / 857MB       0B / 0B             233
 72.86%              422.2MiB / 1.944GiB   21.21%              636MB / 857MB       0B / 0B             233
 74.76%              422.6MiB / 1.944GiB   21.23%              639MB / 860MB       0B / 0B             233
 74.76%              422.6MiB / 1.944GiB   21.23%              639MB / 860MB       0B / 0B             233
 68.28%              423MiB / 1.944GiB   21.25%              641MB / 863MB       0B / 0B             233
 68.28%              423MiB / 1.944GiB   21.25%              641MB / 863MB       0B / 0B             233
 76.82%              423.5MiB / 1.944GiB   21.28%              643MB / 866MB       0B / 0B             233
 76.82%              423.5MiB / 1.944GiB   21.28%              643MB / 866MB       0B / 0B             233
 66.74%              423.5MiB / 1.944GiB   21.28%              645MB / 869MB       0B / 0B             233
 66.74%              423.5MiB / 1.944GiB   21.28%              645MB / 869MB       0B / 0B             233
 74.18%              423.9MiB / 1.944GiB   21.30%              647MB / 872MB       0B / 0B             233
 74.18%              423.9MiB / 1.944GiB   21.30%              647MB / 872MB       0B / 0B             233
 68.30%              424.2MiB / 1.944GiB   21.31%              649MB / 875MB       0B / 0B             233
 68.30%              424.2MiB / 1.944GiB   21.31%              649MB / 875MB       0B / 0B             233
 74.32%              424.4MiB / 1.944GiB   21.32%              651MB / 877MB       0B / 0B             233
 74.32%              424.4MiB / 1.944GiB   21.32%              651MB / 877MB       0B / 0B             233
 74.27%              424.6MiB / 1.944GiB   21.33%              653MB / 880MB       0B / 0B             233
 74.27%              424.6MiB / 1.944GiB   21.33%              653MB / 880MB       0B / 0B             233
 71.38%              425MiB / 1.944GiB   21.35%              655MB / 883MB       0B / 0B             233
 71.38%              425MiB / 1.944GiB   21.35%              655MB / 883MB       0B / 0B             233
 75.13%              425.7MiB / 1.944GiB   21.39%              658MB / 886MB       0B / 0B             233
 75.13%              425.7MiB / 1.944GiB   21.39%              658MB / 886MB       0B / 0B             233
 77.89%              425.8MiB / 1.944GiB   21.39%              660MB / 889MB       0B / 0B             233
 77.89%              425.8MiB / 1.944GiB   21.39%              660MB / 889MB       0B / 0B             233
 72.32%              425.9MiB / 1.944GiB   21.40%              662MB / 892MB       0B / 0B             233
 72.32%              425.9MiB / 1.944GiB   21.40%              662MB / 892MB       0B / 0B             233
 74.34%              426.3MiB / 1.944GiB   21.42%              664MB / 895MB       0B / 0B             233
 74.34%              426.3MiB / 1.944GiB   21.42%              664MB / 895MB       0B / 0B             233
 70.35%              426.7MiB / 1.944GiB   21.44%              666MB / 898MB       0B / 0B             233
 70.35%              426.7MiB / 1.944GiB   21.44%              666MB / 898MB       0B / 0B             233
 79.17%              427MiB / 1.944GiB   21.45%              668MB / 901MB       0B / 0B             233
 79.17%              427MiB / 1.944GiB   21.45%              668MB / 901MB       0B / 0B             233
 78.43%              427.4MiB / 1.944GiB   21.47%              670MB / 904MB       0B / 0B             233
 78.43%              427.4MiB / 1.944GiB   21.47%              670MB / 904MB       0B / 0B             233
 65.31%              427.8MiB / 1.944GiB   21.49%              673MB / 906MB       0B / 0B             233
 65.31%              427.8MiB / 1.944GiB   21.49%              673MB / 906MB       0B / 0B             233
 72.76%              427.8MiB / 1.944GiB   21.49%              675MB / 909MB       0B / 0B             233
 72.76%              427.8MiB / 1.944GiB   21.49%              675MB / 909MB       0B / 0B             233
 82.17%              428.3MiB / 1.944GiB   21.52%              677MB / 913MB       0B / 0B             233
 82.17%              428.3MiB / 1.944GiB   21.52%              677MB / 913MB       0B / 0B             233
 72.44%              428.6MiB / 1.944GiB   21.53%              679MB / 916MB       0B / 0B             233
 72.44%              428.6MiB / 1.944GiB   21.53%              679MB / 916MB       0B / 0B             233
 74.94%              429MiB / 1.944GiB   21.56%              681MB / 918MB       0B / 0B             233
 74.94%              429MiB / 1.944GiB   21.56%              681MB / 918MB       0B / 0B             233
 68.30%              429.2MiB / 1.944GiB   21.56%              683MB / 921MB       0B / 0B             233
 68.30%              429.2MiB / 1.944GiB   21.56%              683MB / 921MB       0B / 0B             233
 80.49%              429.5MiB / 1.944GiB   21.58%              685MB / 924MB       0B / 0B             233
 80.49%              429.5MiB / 1.944GiB   21.58%              685MB / 924MB       0B / 0B             233
 71.92%              429.7MiB / 1.944GiB   21.59%              687MB / 927MB       0B / 0B             233
 71.92%              429.7MiB / 1.944GiB   21.59%              687MB / 927MB       0B / 0B             233
 69.97%              430MiB / 1.944GiB   21.60%              689MB / 929MB       0B / 0B             233
 69.97%              430MiB / 1.944GiB   21.60%              689MB / 929MB       0B / 0B             233
 86.43%              430.4MiB / 1.944GiB   21.62%              692MB / 932MB       0B / 0B             233
 86.43%              430.4MiB / 1.944GiB   21.62%              692MB / 932MB       0B / 0B             233
 74.30%              430.5MiB / 1.944GiB   21.63%              694MB / 935MB       0B / 0B             233
 74.30%              430.5MiB / 1.944GiB   21.63%              694MB / 935MB       0B / 0B             233
 72.14%              430.6MiB / 1.944GiB   21.63%              696MB / 938MB       0B / 0B             233
 72.14%              430.6MiB / 1.944GiB   21.63%              696MB / 938MB       0B / 0B             233
 73.43%              431MiB / 1.944GiB   21.65%              698MB / 941MB       0B / 0B             233
 73.43%              431MiB / 1.944GiB   21.65%              698MB / 941MB       0B / 0B             233
 73.24%              431.5MiB / 1.944GiB   21.68%              700MB / 944MB       0B / 0B             233
 73.24%              431.5MiB / 1.944GiB   21.68%              700MB / 944MB       0B / 0B             233
 78.73%              431.5MiB / 1.944GiB   21.68%              702MB / 947MB       0B / 0B             233
 78.73%              431.5MiB / 1.944GiB   21.68%              702MB / 947MB       0B / 0B             233
 56.20%              432.1MiB / 1.944GiB   21.71%              704MB / 949MB       0B / 0B             233
 56.20%              432.1MiB / 1.944GiB   21.71%              704MB / 949MB       0B / 0B             233
 74.90%              432.6MiB / 1.944GiB   21.73%              706MB / 952MB       0B / 0B             233
 74.90%              432.6MiB / 1.944GiB   21.73%              706MB / 952MB       0B / 0B             233
 76.27%              432.8MiB / 1.944GiB   21.74%              708MB / 955MB       0B / 0B             233
 76.27%              432.8MiB / 1.944GiB   21.74%              708MB / 955MB       0B / 0B             233
 69.09%              433.2MiB / 1.944GiB   21.77%              710MB / 958MB       0B / 0B             233
 69.09%              433.2MiB / 1.944GiB   21.77%              710MB / 958MB       0B / 0B             233
 78.59%              433.5MiB / 1.944GiB   21.78%              712MB / 961MB       0B / 0B             233
 78.59%              433.5MiB / 1.944GiB   21.78%              712MB / 961MB       0B / 0B             233
 77.89%              433.6MiB / 1.944GiB   21.78%              714MB / 964MB       0B / 0B             233
 77.89%              433.6MiB / 1.944GiB   21.78%              714MB / 964MB       0B / 0B             233
 80.91%              434MiB / 1.944GiB   21.80%              717MB / 967MB       0B / 0B             233
 80.91%              434MiB / 1.944GiB   21.80%              717MB / 967MB       0B / 0B             233
 80.93%              434.3MiB / 1.944GiB   21.82%              719MB / 970MB       0B / 0B             233
 80.93%              434.3MiB / 1.944GiB   21.82%              719MB / 970MB       0B / 0B             233
 68.85%              434.3MiB / 1.944GiB   21.82%              721MB / 973MB       0B / 0B             233
 68.85%              434.3MiB / 1.944GiB   21.82%              721MB / 973MB       0B / 0B             233
 81.09%              435MiB / 1.944GiB   21.85%              723MB / 976MB       0B / 0B             233
 81.09%              435MiB / 1.944GiB   21.85%              723MB / 976MB       0B / 0B             233
 66.20%              435.1MiB / 1.944GiB   21.86%              725MB / 978MB       0B / 0B             233
 66.20%              435.1MiB / 1.944GiB   21.86%              725MB / 978MB       0B / 0B             233
 67.87%              435.3MiB / 1.944GiB   21.87%              727MB / 981MB       0B / 0B             233
 67.87%              435.3MiB / 1.944GiB   21.87%              727MB / 981MB       0B / 0B             233
 85.93%              435.7MiB / 1.944GiB   21.89%              730MB / 984MB       0B / 0B             233
 85.93%              435.7MiB / 1.944GiB   21.89%              730MB / 984MB       0B / 0B             233
 78.89%              435.7MiB / 1.944GiB   21.89%              732MB / 988MB       0B / 0B             233
 78.89%              435.7MiB / 1.944GiB   21.89%              732MB / 988MB       0B / 0B             233
 79.93%              436.1MiB / 1.944GiB   21.91%              734MB / 990MB       0B / 0B             233
 79.93%              436.1MiB / 1.944GiB   21.91%              734MB / 990MB       0B / 0B             233
 88.52%              436.7MiB / 1.944GiB   21.94%              736MB / 993MB       0B / 0B             233
 88.52%              436.7MiB / 1.944GiB   21.94%              736MB / 993MB       0B / 0B             233
 74.15%              437.2MiB / 1.944GiB   21.96%              738MB / 996MB       0B / 0B             233
 74.15%              437.2MiB / 1.944GiB   21.96%              738MB / 996MB       0B / 0B             233
 79.30%              437.4MiB / 1.944GiB   21.98%              740MB / 999MB       0B / 0B             233
 79.30%              437.4MiB / 1.944GiB   21.98%              740MB / 999MB       0B / 0B             233
 79.92%              437.8MiB / 1.944GiB   22.00%              742MB / 1GB         0B / 0B             233
 79.92%              437.8MiB / 1.944GiB   22.00%              742MB / 1GB         0B / 0B             233
 85.01%              438MiB / 1.944GiB   22.01%              744MB / 1GB         0B / 0B             233
