CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
49.70%              84.03MiB / 1.944GiB   4.22%               308MB / 236MB       0B / 0B             23
47.25%              83.74MiB / 1.944GiB   4.21%               310MB / 237MB       0B / 0B             23
47.25%              83.74MiB / 1.944GiB   4.21%               310MB / 237MB       0B / 0B             23
48.85%              83.89MiB / 1.944GiB   4.21%               312MB / 239MB       0B / 0B             23
48.85%              83.89MiB / 1.944GiB   4.21%               312MB / 239MB       0B / 0B             23
50.10%              84.05MiB / 1.944GiB   4.22%               314MB / 240MB       0B / 0B             23
50.10%              84.05MiB / 1.944GiB   4.22%               314MB / 240MB       0B / 0B             23
47.21%              83.93MiB / 1.944GiB   4.22%               316MB / 242MB       0B / 0B             23
47.21%              83.93MiB / 1.944GiB   4.22%               316MB / 242MB       0B / 0B             23
49.43%              84.12MiB / 1.944GiB   4.23%               318MB / 244MB       0B / 0B             23
49.43%              84.12MiB / 1.944GiB   4.23%               318MB / 244MB       0B / 0B             23
45.87%              83.71MiB / 1.944GiB   4.21%               320MB / 245MB       0B / 0B             23
45.87%              83.71MiB / 1.944GiB   4.21%               320MB / 245MB       0B / 0B             23
50.37%              85.62MiB / 1.944GiB   4.30%               322MB / 247MB       0B / 0B             23
50.37%              85.62MiB / 1.944GiB   4.30%               322MB / 247MB       0B / 0B             23
51.07%              85.11MiB / 1.944GiB   4.28%               324MB / 248MB       0B / 0B             23
51.07%              85.11MiB / 1.944GiB   4.28%               324MB / 248MB       0B / 0B             23
53.52%              84.98MiB / 1.944GiB   4.27%               326MB / 250MB       0B / 0B             23
53.52%              84.98MiB / 1.944GiB   4.27%               326MB / 250MB       0B / 0B             23
49.59%              84.91MiB / 1.944GiB   4.27%               328MB / 251MB       0B / 0B             23
49.59%              84.91MiB / 1.944GiB   4.27%               328MB / 251MB       0B / 0B             23
44.42%              85.52MiB / 1.944GiB   4.30%               330MB / 253MB       0B / 0B             23
44.42%              85.52MiB / 1.944GiB   4.30%               330MB / 253MB       0B / 0B             23
45.38%              85.21MiB / 1.944GiB   4.28%               332MB / 254MB       0B / 0B             23
45.38%              85.21MiB / 1.944GiB   4.28%               332MB / 254MB       0B / 0B             23
50.46%              85.71MiB / 1.944GiB   4.31%               334MB / 256MB       0B / 0B             23
50.46%              85.71MiB / 1.944GiB   4.31%               334MB / 256MB       0B / 0B             23
46.47%              85.82MiB / 1.944GiB   4.31%               336MB / 258MB       0B / 0B             23
46.47%              85.82MiB / 1.944GiB   4.31%               336MB / 258MB       0B / 0B             23
46.90%              85.99MiB / 1.944GiB   4.32%               338MB / 259MB       0B / 0B             23
46.90%              85.99MiB / 1.944GiB   4.32%               338MB / 259MB       0B / 0B             23
49.16%              86.12MiB / 1.944GiB   4.33%               340MB / 261MB       0B / 0B             23
49.16%              86.12MiB / 1.944GiB   4.33%               340MB / 261MB       0B / 0B             23
49.61%              86.52MiB / 1.944GiB   4.35%               343MB / 262MB       0B / 0B             23
49.61%              86.52MiB / 1.944GiB   4.35%               343MB / 262MB       0B / 0B             23
50.61%              86.94MiB / 1.944GiB   4.37%               345MB / 264MB       0B / 0B             23
50.61%              86.94MiB / 1.944GiB   4.37%               345MB / 264MB       0B / 0B             23
52.88%              86.86MiB / 1.944GiB   4.36%               347MB / 265MB       0B / 0B             23
52.88%              86.86MiB / 1.944GiB   4.36%               347MB / 265MB       0B / 0B             23
48.66%              87.98MiB / 1.944GiB   4.42%               349MB / 267MB       0B / 0B             23
48.66%              87.98MiB / 1.944GiB   4.42%               349MB / 267MB       0B / 0B             23
53.86%              88.01MiB / 1.944GiB   4.42%               351MB / 269MB       0B / 0B             23
53.86%              88.01MiB / 1.944GiB   4.42%               351MB / 269MB       0B / 0B             23
47.09%              87.61MiB / 1.944GiB   4.40%               353MB / 270MB       0B / 0B             23
47.09%              87.61MiB / 1.944GiB   4.40%               353MB / 270MB       0B / 0B             23
48.40%              88.09MiB / 1.944GiB   4.43%               355MB / 272MB       0B / 0B             23
48.40%              88.09MiB / 1.944GiB   4.43%               355MB / 272MB       0B / 0B             23
50.82%              88.49MiB / 1.944GiB   4.45%               357MB / 273MB       0B / 0B             23
50.82%              88.49MiB / 1.944GiB   4.45%               357MB / 273MB       0B / 0B             23
47.30%              88.76MiB / 1.944GiB   4.46%               359MB / 275MB       0B / 0B             23
47.30%              88.76MiB / 1.944GiB   4.46%               359MB / 275MB       0B / 0B             23
46.52%              89.1MiB / 1.944GiB   4.48%               361MB / 276MB       0B / 0B             23
46.52%              89.1MiB / 1.944GiB   4.48%               361MB / 276MB       0B / 0B             23
55.27%              88.94MiB / 1.944GiB   4.47%               363MB / 278MB       0B / 0B             23
55.27%              88.94MiB / 1.944GiB   4.47%               363MB / 278MB       0B / 0B             23
43.65%              88.91MiB / 1.944GiB   4.47%               365MB / 280MB       0B / 0B             23
43.65%              88.91MiB / 1.944GiB   4.47%               365MB / 280MB       0B / 0B             23
51.00%              89.28MiB / 1.944GiB   4.49%               367MB / 281MB       0B / 0B             23
51.00%              89.28MiB / 1.944GiB   4.49%               367MB / 281MB       0B / 0B             23
49.40%              89.62MiB / 1.944GiB   4.50%               369MB / 283MB       0B / 0B             23
49.40%              89.62MiB / 1.944GiB   4.50%               369MB / 283MB       0B / 0B             23
48.81%              88.86MiB / 1.944GiB   4.46%               371MB / 284MB       0B / 0B             23
48.81%              88.86MiB / 1.944GiB   4.46%               371MB / 284MB       0B / 0B             23
53.63%              89.1MiB / 1.944GiB   4.48%               373MB / 286MB       0B / 0B             23
53.63%              89.1MiB / 1.944GiB   4.48%               373MB / 286MB       0B / 0B             23
46.63%              89.54MiB / 1.944GiB   4.50%               375MB / 287MB       0B / 0B             23
46.63%              89.54MiB / 1.944GiB   4.50%               375MB / 287MB       0B / 0B             23
51.48%              89.87MiB / 1.944GiB   4.51%               377MB / 289MB       0B / 0B             23
51.48%              89.87MiB / 1.944GiB   4.51%               377MB / 289MB       0B / 0B             23
48.00%              89.85MiB / 1.944GiB   4.51%               379MB / 291MB       0B / 0B             23
48.00%              89.85MiB / 1.944GiB   4.51%               379MB / 291MB       0B / 0B             23
49.76%              90.34MiB / 1.944GiB   4.54%               382MB / 292MB       0B / 0B             23
49.76%              90.34MiB / 1.944GiB   4.54%               382MB / 292MB       0B / 0B             23
53.20%              90.41MiB / 1.944GiB   4.54%               384MB / 294MB       0B / 0B             23
53.20%              90.41MiB / 1.944GiB   4.54%               384MB / 294MB       0B / 0B             23
51.63%              90.36MiB / 1.944GiB   4.54%               386MB / 295MB       0B / 0B             23
51.63%              90.36MiB / 1.944GiB   4.54%               386MB / 295MB       0B / 0B             23
45.00%              90.66MiB / 1.944GiB   4.55%               388MB / 297MB       0B / 0B             23
45.00%              90.66MiB / 1.944GiB   4.55%               388MB / 297MB       0B / 0B             23
50.86%              91.18MiB / 1.944GiB   4.58%               390MB / 298MB       0B / 0B             23
50.86%              91.18MiB / 1.944GiB   4.58%               390MB / 298MB       0B / 0B             23
50.67%              91.4MiB / 1.944GiB   4.59%               392MB / 300MB       0B / 0B             23
50.67%              91.4MiB / 1.944GiB   4.59%               392MB / 300MB       0B / 0B             23
51.25%              91.52MiB / 1.944GiB   4.60%               394MB / 302MB       0B / 0B             23
51.25%              91.52MiB / 1.944GiB   4.60%               394MB / 302MB       0B / 0B             23
51.68%              91.79MiB / 1.944GiB   4.61%               396MB / 303MB       0B / 0B             23
51.68%              91.79MiB / 1.944GiB   4.61%               396MB / 303MB       0B / 0B             23
49.67%              91.85MiB / 1.944GiB   4.61%               398MB / 305MB       0B / 0B             23
49.67%              91.85MiB / 1.944GiB   4.61%               398MB / 305MB       0B / 0B             23
47.08%              91.98MiB / 1.944GiB   4.62%               400MB / 306MB       0B / 0B             23
47.08%              91.98MiB / 1.944GiB   4.62%               400MB / 306MB       0B / 0B             23
54.14%              92.46MiB / 1.944GiB   4.65%               402MB / 308MB       0B / 0B             23
54.14%              92.46MiB / 1.944GiB   4.65%               402MB / 308MB       0B / 0B             23
48.65%              92.55MiB / 1.944GiB   4.65%               404MB / 309MB       0B / 0B             23
48.65%              92.55MiB / 1.944GiB   4.65%               404MB / 309MB       0B / 0B             23
48.93%              92.86MiB / 1.944GiB   4.67%               406MB / 311MB       0B / 0B             23
48.93%              92.86MiB / 1.944GiB   4.67%               406MB / 311MB       0B / 0B             23
48.93%              92.86MiB / 1.944GiB   4.67%               406MB / 311MB       0B / 0B             23
48.84%              93.04MiB / 1.944GiB   4.67%               408MB / 313MB       0B / 0B             23
48.84%              93.04MiB / 1.944GiB   4.67%               408MB / 313MB       0B / 0B             23
51.10%              93.84MiB / 1.944GiB   4.71%               410MB / 314MB       0B / 0B             23
51.10%              93.84MiB / 1.944GiB   4.71%               410MB / 314MB       0B / 0B             23
51.92%              93.72MiB / 1.944GiB   4.71%               412MB / 316MB       0B / 0B             23
51.92%              93.72MiB / 1.944GiB   4.71%               412MB / 316MB       0B / 0B             23
47.00%              93.31MiB / 1.944GiB   4.69%               414MB / 317MB       0B / 0B             23
47.00%              93.31MiB / 1.944GiB   4.69%               414MB / 317MB       0B / 0B             23
48.67%              93.87MiB / 1.944GiB   4.72%               416MB / 319MB       0B / 0B             23
48.67%              93.87MiB / 1.944GiB   4.72%               416MB / 319MB       0B / 0B             23
53.99%              93.96MiB / 1.944GiB   4.72%               418MB / 320MB       0B / 0B             23
53.99%              93.96MiB / 1.944GiB   4.72%               418MB / 320MB       0B / 0B             23
48.47%              94.58MiB / 1.944GiB   4.75%               420MB / 322MB       0B / 0B             23
48.47%              94.58MiB / 1.944GiB   4.75%               420MB / 322MB       0B / 0B             23
50.01%              94.71MiB / 1.944GiB   4.76%               422MB / 323MB       0B / 0B             23
50.01%              94.71MiB / 1.944GiB   4.76%               422MB / 323MB       0B / 0B             23
47.77%              94.68MiB / 1.944GiB   4.76%               424MB / 325MB       0B / 0B             23
47.77%              94.68MiB / 1.944GiB   4.76%               424MB / 325MB       0B / 0B             23
50.51%              93.91MiB / 1.944GiB   4.72%               426MB / 327MB       0B / 0B             23
50.51%              93.91MiB / 1.944GiB   4.72%               426MB / 327MB       0B / 0B             23
52.58%              94.66MiB / 1.944GiB   4.76%               428MB / 328MB       0B / 0B             23
52.58%              94.66MiB / 1.944GiB   4.76%               428MB / 328MB       0B / 0B             23
53.81%              94.71MiB / 1.944GiB   4.76%               431MB / 330MB       0B / 0B             23
53.81%              94.71MiB / 1.944GiB   4.76%               431MB / 330MB       0B / 0B             23
51.94%              94.93MiB / 1.944GiB   4.77%               432MB / 331MB       0B / 0B             23
51.94%              94.93MiB / 1.944GiB   4.77%               432MB / 331MB       0B / 0B             23
51.45%              94.75MiB / 1.944GiB   4.76%               435MB / 333MB       0B / 0B             23
51.45%              94.75MiB / 1.944GiB   4.76%               435MB / 333MB       0B / 0B             23
52.65%              95.93MiB / 1.944GiB   4.82%               437MB / 334MB       0B / 0B             23
52.65%              95.93MiB / 1.944GiB   4.82%               437MB / 334MB       0B / 0B             23
52.05%              95.84MiB / 1.944GiB   4.82%               439MB / 336MB       0B / 0B             23
52.05%              95.84MiB / 1.944GiB   4.82%               439MB / 336MB       0B / 0B             23
49.04%              95.15MiB / 1.944GiB   4.78%               441MB / 337MB       0B / 0B             23
49.04%              95.15MiB / 1.944GiB   4.78%               441MB / 337MB       0B / 0B             23
49.88%              94.94MiB / 1.944GiB   4.77%               443MB / 339MB       0B / 0B             23
49.88%              94.94MiB / 1.944GiB   4.77%               443MB / 339MB       0B / 0B             23
47.41%              95.43MiB / 1.944GiB   4.79%               445MB / 341MB       0B / 0B             23
47.41%              95.43MiB / 1.944GiB   4.79%               445MB / 341MB       0B / 0B             23
49.39%              95.42MiB / 1.944GiB   4.79%               447MB / 342MB       0B / 0B             23
49.39%              95.42MiB / 1.944GiB   4.79%               447MB / 342MB       0B / 0B             23
50.10%              95.63MiB / 1.944GiB   4.80%               449MB / 344MB       0B / 0B             23
50.10%              95.63MiB / 1.944GiB   4.80%               449MB / 344MB       0B / 0B             23
47.81%              96.11MiB / 1.944GiB   4.83%               451MB / 345MB       0B / 0B             23
47.81%              96.11MiB / 1.944GiB   4.83%               451MB / 345MB       0B / 0B             23
52.44%              96.5MiB / 1.944GiB   4.85%               453MB / 347MB       0B / 0B             23
52.44%              96.5MiB / 1.944GiB   4.85%               453MB / 347MB       0B / 0B             23
48.16%              97.08MiB / 1.944GiB   4.88%               455MB / 348MB       0B / 0B             23
48.16%              97.08MiB / 1.944GiB   4.88%               455MB / 348MB       0B / 0B             23
49.00%              97.42MiB / 1.944GiB   4.89%               457MB / 350MB       0B / 0B             23
49.00%              97.42MiB / 1.944GiB   4.89%               457MB / 350MB       0B / 0B             23
52.91%              96.16MiB / 1.944GiB   4.83%               459MB / 352MB       0B / 0B             23
52.91%              96.16MiB / 1.944GiB   4.83%               459MB / 352MB       0B / 0B             23
45.08%              96.51MiB / 1.944GiB   4.85%               461MB / 353MB       0B / 0B             23
45.08%              96.51MiB / 1.944GiB   4.85%               461MB / 353MB       0B / 0B             23
53.81%              96.95MiB / 1.944GiB   4.87%               463MB / 355MB       0B / 0B             23
53.81%              96.95MiB / 1.944GiB   4.87%               463MB / 355MB       0B / 0B             23
50.95%              97.09MiB / 1.944GiB   4.88%               465MB / 356MB       0B / 0B             23
50.95%              97.09MiB / 1.944GiB   4.88%               465MB / 356MB       0B / 0B             23
47.78%              97.23MiB / 1.944GiB   4.88%               467MB / 358MB       0B / 0B             23
47.78%              97.23MiB / 1.944GiB   4.88%               467MB / 358MB       0B / 0B             23
52.64%              97.86MiB / 1.944GiB   4.92%               469MB / 359MB       0B / 0B             23
52.64%              97.86MiB / 1.944GiB   4.92%               469MB / 359MB       0B / 0B             23
45.68%              97.93MiB / 1.944GiB   4.92%               471MB / 361MB       0B / 0B             23
45.68%              97.93MiB / 1.944GiB   4.92%               471MB / 361MB       0B / 0B             23
48.25%              98.03MiB / 1.944GiB   4.92%               473MB / 362MB       0B / 0B             23
48.25%              98.03MiB / 1.944GiB   4.92%               473MB / 362MB       0B / 0B             23
53.20%              98.5MiB / 1.944GiB   4.95%               475MB / 364MB       0B / 0B             23
53.20%              98.5MiB / 1.944GiB   4.95%               475MB / 364MB       0B / 0B             23
48.21%              99.29MiB / 1.944GiB   4.99%               477MB / 366MB       0B / 0B             23
48.21%              99.29MiB / 1.944GiB   4.99%               477MB / 366MB       0B / 0B             23
48.90%              99.45MiB / 1.944GiB   5.00%               480MB / 367MB       0B / 0B             23
48.90%              99.45MiB / 1.944GiB   5.00%               480MB / 367MB       0B / 0B             23
52.31%              99.59MiB / 1.944GiB   5.00%               482MB / 369MB       0B / 0B             23
52.31%              99.59MiB / 1.944GiB   5.00%               482MB / 369MB       0B / 0B             23
53.19%              99.86MiB / 1.944GiB   5.02%               484MB / 370MB       0B / 0B             23
53.19%              99.86MiB / 1.944GiB   5.02%               484MB / 370MB       0B / 0B             23
51.16%              99.75MiB / 1.944GiB   5.01%               486MB / 372MB       0B / 0B             23
51.16%              99.75MiB / 1.944GiB   5.01%               486MB / 372MB       0B / 0B             23
48.28%              100.3MiB / 1.944GiB   5.04%               488MB / 373MB       0B / 0B             23
48.28%              100.3MiB / 1.944GiB   5.04%               488MB / 373MB       0B / 0B             23
48.75%              100.1MiB / 1.944GiB   5.03%               490MB / 375MB       0B / 0B             23
48.75%              100.1MiB / 1.944GiB   5.03%               490MB / 375MB       0B / 0B             23
46.08%              100.4MiB / 1.944GiB   5.04%               492MB / 377MB       0B / 0B             23
46.08%              100.4MiB / 1.944GiB   5.04%               492MB / 377MB       0B / 0B             23
47.16%              100.7MiB / 1.944GiB   5.06%               494MB / 378MB       0B / 0B             23
47.16%              100.7MiB / 1.944GiB   5.06%               494MB / 378MB       0B / 0B             23
50.39%              100.9MiB / 1.944GiB   5.07%               496MB / 380MB       0B / 0B             23
50.39%              100.9MiB / 1.944GiB   5.07%               496MB / 380MB       0B / 0B             23
47.59%              101.5MiB / 1.944GiB   5.10%               498MB / 381MB       0B / 0B             23
47.59%              101.5MiB / 1.944GiB   5.10%               498MB / 381MB       0B / 0B             23
47.51%              101.6MiB / 1.944GiB   5.11%               500MB / 383MB       0B / 0B             23
47.51%              101.6MiB / 1.944GiB   5.11%               500MB / 383MB       0B / 0B             23
48.10%              102MiB / 1.944GiB   5.13%               502MB / 384MB       0B / 0B             23
48.10%              102MiB / 1.944GiB   5.13%               502MB / 384MB       0B / 0B             23
49.34%              102.4MiB / 1.944GiB   5.14%               504MB / 386MB       0B / 0B             23
49.34%              102.4MiB / 1.944GiB   5.14%               504MB / 386MB       0B / 0B             23
51.25%              102.4MiB / 1.944GiB   5.14%               506MB / 388MB       0B / 0B             23
51.25%              102.4MiB / 1.944GiB   5.14%               506MB / 388MB       0B / 0B             23
49.00%              102.8MiB / 1.944GiB   5.17%               508MB / 389MB       0B / 0B             23
49.00%              102.8MiB / 1.944GiB   5.17%               508MB / 389MB       0B / 0B             23
53.21%              102.4MiB / 1.944GiB   5.15%               510MB / 391MB       0B / 0B             23
53.21%              102.4MiB / 1.944GiB   5.15%               510MB / 391MB       0B / 0B             23
51.68%              102.6MiB / 1.944GiB   5.16%               512MB / 392MB       0B / 0B             23
51.68%              102.6MiB / 1.944GiB   5.16%               512MB / 392MB       0B / 0B             23
46.87%              102.6MiB / 1.944GiB   5.16%               514MB / 394MB       0B / 0B             23
46.87%              102.6MiB / 1.944GiB   5.16%               514MB / 394MB       0B / 0B             23
50.51%              102.5MiB / 1.944GiB   5.15%               516MB / 395MB       0B / 0B             23
50.51%              102.5MiB / 1.944GiB   5.15%               516MB / 395MB       0B / 0B             23
46.25%              102.4MiB / 1.944GiB   5.14%               518MB / 397MB       0B / 0B             23
46.25%              102.4MiB / 1.944GiB   5.14%               518MB / 397MB       0B / 0B             23
49.80%              103.2MiB / 1.944GiB   5.18%               520MB / 399MB       0B / 0B             23
49.80%              103.2MiB / 1.944GiB   5.18%               520MB / 399MB       0B / 0B             23
47.05%              103.2MiB / 1.944GiB   5.19%               522MB / 400MB       0B / 0B             23
47.05%              103.2MiB / 1.944GiB   5.19%               522MB / 400MB       0B / 0B             23
49.73%              104.3MiB / 1.944GiB   5.24%               525MB / 402MB       0B / 0B             23
49.73%              104.3MiB / 1.944GiB   5.24%               525MB / 402MB       0B / 0B             23
50.05%              104.4MiB / 1.944GiB   5.25%               527MB / 403MB       0B / 0B             23
50.05%              104.4MiB / 1.944GiB   5.25%               527MB / 403MB       0B / 0B             23
49.12%              104.7MiB / 1.944GiB   5.26%               529MB / 405MB       0B / 0B             23
49.12%              104.7MiB / 1.944GiB   5.26%               529MB / 405MB       0B / 0B             23
51.61%              104.6MiB / 1.944GiB   5.26%               531MB / 406MB       0B / 0B             23
51.61%              104.6MiB / 1.944GiB   5.26%               531MB / 406MB       0B / 0B             23
52.07%              104.5MiB / 1.944GiB   5.25%               533MB / 408MB       0B / 0B             23
52.07%              104.5MiB / 1.944GiB   5.25%               533MB / 408MB       0B / 0B             23
52.47%              104.8MiB / 1.944GiB   5.26%               535MB / 410MB       0B / 0B             23
52.47%              104.8MiB / 1.944GiB   5.26%               535MB / 410MB       0B / 0B             23
50.35%              105.3MiB / 1.944GiB   5.29%               537MB / 411MB       0B / 0B             23
50.35%              105.3MiB / 1.944GiB   5.29%               537MB / 411MB       0B / 0B             23
