CPU %               MEM USAGE / LIMIT    MEM %               NET I/O             BLOCK I/O           PIDS
68.05%              76.98MiB / 1.944GiB   3.87%               235MB / 926MB       0B / 0B             23
96.64%              76.92MiB / 1.944GiB   3.86%               237MB / 932MB       0B / 0B             23
96.64%              76.92MiB / 1.944GiB   3.86%               237MB / 932MB       0B / 0B             23
90.79%              76.66MiB / 1.944GiB   3.85%               239MB / 938MB       0B / 0B             23
90.79%              76.66MiB / 1.944GiB   3.85%               239MB / 938MB       0B / 0B             23
67.67%              76.6MiB / 1.944GiB   3.85%               240MB / 944MB       0B / 0B             23
67.67%              76.6MiB / 1.944GiB   3.85%               240MB / 944MB       0B / 0B             23
90.71%              77.27MiB / 1.944GiB   3.88%               242MB / 950MB       0B / 0B             23
90.71%              77.27MiB / 1.944GiB   3.88%               242MB / 950MB       0B / 0B             23
74.00%              77.77MiB / 1.944GiB   3.91%               243MB / 956MB       0B / 0B             23
74.00%              77.77MiB / 1.944GiB   3.91%               243MB / 956MB       0B / 0B             23
92.26%              77.09MiB / 1.944GiB   3.87%               245MB / 961MB       0B / 0B             23
92.26%              77.09MiB / 1.944GiB   3.87%               245MB / 961MB       0B / 0B             23
81.17%              79.19MiB / 1.944GiB   3.98%               246MB / 968MB       0B / 0B             23
81.17%              79.19MiB / 1.944GiB   3.98%               246MB / 968MB       0B / 0B             23
82.16%              77.58MiB / 1.944GiB   3.90%               248MB / 974MB       0B / 0B             23
82.16%              77.58MiB / 1.944GiB   3.90%               248MB / 974MB       0B / 0B             23
88.11%              77.72MiB / 1.944GiB   3.90%               249MB / 979MB       0B / 0B             23
88.11%              77.72MiB / 1.944GiB   3.90%               249MB / 979MB       0B / 0B             23
66.39%              77.73MiB / 1.944GiB   3.91%               251MB / 985MB       0B / 0B             23
66.39%              77.73MiB / 1.944GiB   3.91%               251MB / 985MB       0B / 0B             23
55.54%              78.07MiB / 1.944GiB   3.92%               252MB / 989MB       0B / 0B             23
55.54%              78.07MiB / 1.944GiB   3.92%               252MB / 989MB       0B / 0B             23
79.94%              79.02MiB / 1.944GiB   3.97%               253MB / 995MB       0B / 0B             23
79.94%              79.02MiB / 1.944GiB   3.97%               253MB / 995MB       0B / 0B             23
96.95%              79.1MiB / 1.944GiB   3.97%               255MB / 1GB         0B / 0B             23
96.95%              79.1MiB / 1.944GiB   3.97%               255MB / 1GB         0B / 0B             23
58.96%              77.36MiB / 1.944GiB   3.89%               256MB / 1.01GB      0B / 0B             23
58.96%              77.36MiB / 1.944GiB   3.89%               256MB / 1.01GB      0B / 0B             23
78.67%              79.59MiB / 1.944GiB   4.00%               258MB / 1.01GB      0B / 0B             23
78.67%              79.59MiB / 1.944GiB   4.00%               258MB / 1.01GB      0B / 0B             23
72.19%              79.07MiB / 1.944GiB   3.97%               259MB / 1.02GB      0B / 0B             23
72.19%              79.07MiB / 1.944GiB   3.97%               259MB / 1.02GB      0B / 0B             23
78.05%              78.86MiB / 1.944GiB   3.96%               261MB / 1.02GB      0B / 0B             23
78.05%              78.86MiB / 1.944GiB   3.96%               261MB / 1.02GB      0B / 0B             23
63.20%              78.8MiB / 1.944GiB   3.96%               262MB / 1.03GB      0B / 0B             23
63.20%              78.8MiB / 1.944GiB   3.96%               262MB / 1.03GB      0B / 0B             23
87.79%              78.91MiB / 1.944GiB   3.96%               264MB / 1.04GB      0B / 0B             23
87.79%              78.91MiB / 1.944GiB   3.96%               264MB / 1.04GB      0B / 0B             23
59.10%              78.8MiB / 1.944GiB   3.96%               265MB / 1.04GB      0B / 0B             23
59.10%              78.8MiB / 1.944GiB   3.96%               265MB / 1.04GB      0B / 0B             23
71.67%              78.4MiB / 1.944GiB   3.94%               267MB / 1.05GB      0B / 0B             23
71.67%              78.4MiB / 1.944GiB   3.94%               267MB / 1.05GB      0B / 0B             23
62.58%              78.39MiB / 1.944GiB   3.94%               268MB / 1.05GB      0B / 0B             23
62.58%              78.39MiB / 1.944GiB   3.94%               268MB / 1.05GB      0B / 0B             23
67.83%              77.81MiB / 1.944GiB   3.91%               270MB / 1.06GB      0B / 0B             23
67.83%              77.81MiB / 1.944GiB   3.91%               270MB / 1.06GB      0B / 0B             23
74.68%              79.58MiB / 1.944GiB   4.00%               271MB / 1.07GB      0B / 0B             23
74.68%              79.58MiB / 1.944GiB   4.00%               271MB / 1.07GB      0B / 0B             23
73.21%              80.17MiB / 1.944GiB   4.03%               273MB / 1.07GB      0B / 0B             23
73.21%              80.17MiB / 1.944GiB   4.03%               273MB / 1.07GB      0B / 0B             23
98.39%              80.15MiB / 1.944GiB   4.03%               274MB / 1.08GB      0B / 0B             23
98.39%              80.15MiB / 1.944GiB   4.03%               274MB / 1.08GB      0B / 0B             23
54.73%              80.23MiB / 1.944GiB   4.03%               275MB / 1.08GB      0B / 0B             23
54.73%              80.23MiB / 1.944GiB   4.03%               275MB / 1.08GB      0B / 0B             23
54.73%              80.23MiB / 1.944GiB   4.03%               275MB / 1.08GB      0B / 0B             23
79.70%              79.52MiB / 1.944GiB   3.99%               277MB / 1.09GB      0B / 0B             23
79.70%              79.52MiB / 1.944GiB   3.99%               277MB / 1.09GB      0B / 0B             23
40.71%              79.23MiB / 1.944GiB   3.98%               278MB / 1.09GB      0B / 0B             23
40.71%              79.23MiB / 1.944GiB   3.98%               278MB / 1.09GB      0B / 0B             23
80.85%              81.04MiB / 1.944GiB   4.07%               280MB / 1.1GB       0B / 0B             23
80.85%              81.04MiB / 1.944GiB   4.07%               280MB / 1.1GB       0B / 0B             23
74.65%              80.77MiB / 1.944GiB   4.06%               282MB / 1.11GB      0B / 0B             23
74.65%              80.77MiB / 1.944GiB   4.06%               282MB / 1.11GB      0B / 0B             23
94.96%              80.89MiB / 1.944GiB   4.06%               283MB / 1.11GB      0B / 0B             23
94.96%              80.89MiB / 1.944GiB   4.06%               283MB / 1.11GB      0B / 0B             23
80.29%              82MiB / 1.944GiB    4.12%               285MB / 1.12GB      0B / 0B             23
80.29%              82MiB / 1.944GiB    4.12%               285MB / 1.12GB      0B / 0B             23
56.53%              82.49MiB / 1.944GiB   4.14%               286MB / 1.12GB      0B / 0B             23
56.53%              82.49MiB / 1.944GiB   4.14%               286MB / 1.12GB      0B / 0B             23
61.96%              82.95MiB / 1.944GiB   4.17%               287MB / 1.13GB      0B / 0B             23
61.96%              82.95MiB / 1.944GiB   4.17%               287MB / 1.13GB      0B / 0B             23
69.43%              81.45MiB / 1.944GiB   4.09%               289MB / 1.14GB      0B / 0B             23
69.43%              81.45MiB / 1.944GiB   4.09%               289MB / 1.14GB      0B / 0B             23
74.64%              81.16MiB / 1.944GiB   4.08%               291MB / 1.14GB      0B / 0B             23
74.64%              81.16MiB / 1.944GiB   4.08%               291MB / 1.14GB      0B / 0B             23
78.15%              83.8MiB / 1.944GiB   4.21%               292MB / 1.15GB      0B / 0B             23
78.15%              83.8MiB / 1.944GiB   4.21%               292MB / 1.15GB      0B / 0B             23
64.20%              82.48MiB / 1.944GiB   4.14%               293MB / 1.15GB      0B / 0B             23
64.20%              82.48MiB / 1.944GiB   4.14%               293MB / 1.15GB      0B / 0B             23
100.68%             81.87MiB / 1.944GiB   4.11%               295MB / 1.16GB      0B / 0B             23
100.68%             81.87MiB / 1.944GiB   4.11%               295MB / 1.16GB      0B / 0B             23
78.87%              82.27MiB / 1.944GiB   4.13%               297MB / 1.17GB      0B / 0B             23
78.87%              82.27MiB / 1.944GiB   4.13%               297MB / 1.17GB      0B / 0B             23
67.02%              80.48MiB / 1.944GiB   4.04%               298MB / 1.17GB      0B / 0B             23
67.02%              80.48MiB / 1.944GiB   4.04%               298MB / 1.17GB      0B / 0B             23
78.55%              80.6MiB / 1.944GiB   4.05%               300MB / 1.18GB      0B / 0B             23
78.55%              80.6MiB / 1.944GiB   4.05%               300MB / 1.18GB      0B / 0B             23
71.82%              81.91MiB / 1.944GiB   4.12%               301MB / 1.18GB      0B / 0B             23
71.82%              81.91MiB / 1.944GiB   4.12%               301MB / 1.18GB      0B / 0B             23
57.82%              83MiB / 1.944GiB    4.17%               303MB / 1.19GB      0B / 0B             23
57.82%              83MiB / 1.944GiB    4.17%               303MB / 1.19GB      0B / 0B             23
45.19%              83.01MiB / 1.944GiB   4.17%               303MB / 1.19GB      0B / 0B             23
45.19%              83.01MiB / 1.944GiB   4.17%               303MB / 1.19GB      0B / 0B             23
74.15%              83.15MiB / 1.944GiB   4.18%               305MB / 1.2GB       0B / 0B             23
74.15%              83.15MiB / 1.944GiB   4.18%               305MB / 1.2GB       0B / 0B             23
54.98%              83.49MiB / 1.944GiB   4.19%               307MB / 1.2GB       0B / 0B             23
54.98%              83.49MiB / 1.944GiB   4.19%               307MB / 1.2GB       0B / 0B             23
79.03%              83.99MiB / 1.944GiB   4.22%               308MB / 1.21GB      0B / 0B             23
79.03%              83.99MiB / 1.944GiB   4.22%               308MB / 1.21GB      0B / 0B             23
93.25%              83.6MiB / 1.944GiB   4.20%               310MB / 1.22GB      0B / 0B             23
93.25%              83.6MiB / 1.944GiB   4.20%               310MB / 1.22GB      0B / 0B             23
65.25%              83.55MiB / 1.944GiB   4.20%               311MB / 1.22GB      0B / 0B             23
65.25%              83.55MiB / 1.944GiB   4.20%               311MB / 1.22GB      0B / 0B             23
51.69%              83.39MiB / 1.944GiB   4.19%               312MB / 1.23GB      0B / 0B             23
51.69%              83.39MiB / 1.944GiB   4.19%               312MB / 1.23GB      0B / 0B             23
43.89%              83.09MiB / 1.944GiB   4.17%               313MB / 1.23GB      0B / 0B             23
43.89%              83.09MiB / 1.944GiB   4.17%               313MB / 1.23GB      0B / 0B             23
69.52%              82.83MiB / 1.944GiB   4.16%               315MB / 1.24GB      0B / 0B             23
69.52%              82.83MiB / 1.944GiB   4.16%               315MB / 1.24GB      0B / 0B             23
62.65%              83.77MiB / 1.944GiB   4.21%               316MB / 1.24GB      0B / 0B             23
62.65%              83.77MiB / 1.944GiB   4.21%               316MB / 1.24GB      0B / 0B             23
50.01%              83.27MiB / 1.944GiB   4.18%               318MB / 1.25GB      0B / 0B             23
50.01%              83.27MiB / 1.944GiB   4.18%               318MB / 1.25GB      0B / 0B             23
67.86%              83.61MiB / 1.944GiB   4.20%               319MB / 1.25GB      0B / 0B             23
67.86%              83.61MiB / 1.944GiB   4.20%               319MB / 1.25GB      0B / 0B             23
59.53%              82.48MiB / 1.944GiB   4.14%               321MB / 1.26GB      0B / 0B             23
59.53%              82.48MiB / 1.944GiB   4.14%               321MB / 1.26GB      0B / 0B             23
66.50%              83.29MiB / 1.944GiB   4.18%               322MB / 1.27GB      0B / 0B             23
66.50%              83.29MiB / 1.944GiB   4.18%               322MB / 1.27GB      0B / 0B             23
56.78%              82.59MiB / 1.944GiB   4.15%               324MB / 1.27GB      0B / 0B             23
56.78%              82.59MiB / 1.944GiB   4.15%               324MB / 1.27GB      0B / 0B             23
92.27%              83.45MiB / 1.944GiB   4.19%               325MB / 1.28GB      0B / 0B             23
92.27%              83.45MiB / 1.944GiB   4.19%               325MB / 1.28GB      0B / 0B             23
71.12%              83.33MiB / 1.944GiB   4.19%               327MB / 1.28GB      0B / 0B             23
71.12%              83.33MiB / 1.944GiB   4.19%               327MB / 1.28GB      0B / 0B             23
80.84%              85.12MiB / 1.944GiB   4.28%               329MB / 1.29GB      0B / 0B             23
80.84%              85.12MiB / 1.944GiB   4.28%               329MB / 1.29GB      0B / 0B             23
64.41%              84.96MiB / 1.944GiB   4.27%               330MB / 1.3GB       0B / 0B             23
64.41%              84.96MiB / 1.944GiB   4.27%               330MB / 1.3GB       0B / 0B             23
80.27%              85.55MiB / 1.944GiB   4.30%               332MB / 1.3GB       0B / 0B             23
80.27%              85.55MiB / 1.944GiB   4.30%               332MB / 1.3GB       0B / 0B             23
75.85%              85.14MiB / 1.944GiB   4.28%               333MB / 1.31GB      0B / 0B             23
75.85%              85.14MiB / 1.944GiB   4.28%               333MB / 1.31GB      0B / 0B             23
81.72%              84.36MiB / 1.944GiB   4.24%               335MB / 1.32GB      0B / 0B             23
81.72%              84.36MiB / 1.944GiB   4.24%               335MB / 1.32GB      0B / 0B             23
70.89%              84.86MiB / 1.944GiB   4.26%               336MB / 1.32GB      0B / 0B             23
70.89%              84.86MiB / 1.944GiB   4.26%               336MB / 1.32GB      0B / 0B             23
78.55%              85.58MiB / 1.944GiB   4.30%               338MB / 1.33GB      0B / 0B             23
78.55%              85.58MiB / 1.944GiB   4.30%               338MB / 1.33GB      0B / 0B             23
51.02%              86.86MiB / 1.944GiB   4.36%               339MB / 1.33GB      0B / 0B             23
51.02%              86.86MiB / 1.944GiB   4.36%               339MB / 1.33GB      0B / 0B             23
92.52%              85.17MiB / 1.944GiB   4.28%               341MB / 1.34GB      0B / 0B             23
92.52%              85.17MiB / 1.944GiB   4.28%               341MB / 1.34GB      0B / 0B             23
53.69%              86.53MiB / 1.944GiB   4.35%               342MB / 1.34GB      0B / 0B             23
53.69%              86.53MiB / 1.944GiB   4.35%               342MB / 1.34GB      0B / 0B             23
80.86%              85.81MiB / 1.944GiB   4.31%               343MB / 1.35GB      0B / 0B             23
80.86%              85.81MiB / 1.944GiB   4.31%               343MB / 1.35GB      0B / 0B             23
54.26%              86.21MiB / 1.944GiB   4.33%               345MB / 1.36GB      0B / 0B             23
54.26%              86.21MiB / 1.944GiB   4.33%               345MB / 1.36GB      0B / 0B             23
73.27%              85.32MiB / 1.944GiB   4.29%               346MB / 1.36GB      0B / 0B             23
73.27%              85.32MiB / 1.944GiB   4.29%               346MB / 1.36GB      0B / 0B             23
57.47%              85.62MiB / 1.944GiB   4.30%               348MB / 1.37GB      0B / 0B             23
57.47%              85.62MiB / 1.944GiB   4.30%               348MB / 1.37GB      0B / 0B             23
80.13%              86.25MiB / 1.944GiB   4.33%               349MB / 1.37GB      0B / 0B             23
80.13%              86.25MiB / 1.944GiB   4.33%               349MB / 1.37GB      0B / 0B             23
64.75%              85.59MiB / 1.944GiB   4.30%               351MB / 1.38GB      0B / 0B             23
64.75%              85.59MiB / 1.944GiB   4.30%               351MB / 1.38GB      0B / 0B             23
99.75%              86.62MiB / 1.944GiB   4.35%               353MB / 1.39GB      0B / 0B             23
99.75%              86.62MiB / 1.944GiB   4.35%               353MB / 1.39GB      0B / 0B             23
69.83%              86.48MiB / 1.944GiB   4.34%               354MB / 1.39GB      0B / 0B             23
69.83%              86.48MiB / 1.944GiB   4.34%               354MB / 1.39GB      0B / 0B             23
65.41%              87.35MiB / 1.944GiB   4.39%               355MB / 1.4GB       0B / 0B             23
65.41%              87.35MiB / 1.944GiB   4.39%               355MB / 1.4GB       0B / 0B             23
80.87%              87.11MiB / 1.944GiB   4.38%               357MB / 1.4GB       0B / 0B             23
80.87%              87.11MiB / 1.944GiB   4.38%               357MB / 1.4GB       0B / 0B             23
60.60%              87.23MiB / 1.944GiB   4.38%               358MB / 1.41GB      0B / 0B             23
60.60%              87.23MiB / 1.944GiB   4.38%               358MB / 1.41GB      0B / 0B             23
87.69%              87.34MiB / 1.944GiB   4.39%               360MB / 1.42GB      0B / 0B             23
87.69%              87.34MiB / 1.944GiB   4.39%               360MB / 1.42GB      0B / 0B             23
89.33%              87.92MiB / 1.944GiB   4.42%               362MB / 1.42GB      0B / 0B             23
89.33%              87.92MiB / 1.944GiB   4.42%               362MB / 1.42GB      0B / 0B             23
73.05%              87.43MiB / 1.944GiB   4.39%               363MB / 1.43GB      0B / 0B             23
73.05%              87.43MiB / 1.944GiB   4.39%               363MB / 1.43GB      0B / 0B             23
62.52%              87.95MiB / 1.944GiB   4.42%               364MB / 1.43GB      0B / 0B             23
62.52%              87.95MiB / 1.944GiB   4.42%               364MB / 1.43GB      0B / 0B             23
63.48%              86.7MiB / 1.944GiB   4.36%               366MB / 1.44GB      0B / 0B             23
63.48%              86.7MiB / 1.944GiB   4.36%               366MB / 1.44GB      0B / 0B             23
69.05%              86.59MiB / 1.944GiB   4.35%               367MB / 1.44GB      0B / 0B             23
69.05%              86.59MiB / 1.944GiB   4.35%               367MB / 1.44GB      0B / 0B             23
63.72%              87.41MiB / 1.944GiB   4.39%               369MB / 1.45GB      0B / 0B             23
63.72%              87.41MiB / 1.944GiB   4.39%               369MB / 1.45GB      0B / 0B             23
79.93%              87.14MiB / 1.944GiB   4.38%               370MB / 1.46GB      0B / 0B             23
79.93%              87.14MiB / 1.944GiB   4.38%               370MB / 1.46GB      0B / 0B             23
61.23%              87.28MiB / 1.944GiB   4.39%               372MB / 1.46GB      0B / 0B             23
61.23%              87.28MiB / 1.944GiB   4.39%               372MB / 1.46GB      0B / 0B             23
85.80%              87.83MiB / 1.944GiB   4.41%               373MB / 1.47GB      0B / 0B             23
85.80%              87.83MiB / 1.944GiB   4.41%               373MB / 1.47GB      0B / 0B             23
56.09%              88.76MiB / 1.944GiB   4.46%               374MB / 1.47GB      0B / 0B             23
56.09%              88.76MiB / 1.944GiB   4.46%               374MB / 1.47GB      0B / 0B             23
72.78%              87.88MiB / 1.944GiB   4.42%               376MB / 1.48GB      0B / 0B             23
72.78%              87.88MiB / 1.944GiB   4.42%               376MB / 1.48GB      0B / 0B             23
63.03%              87.05MiB / 1.944GiB   4.37%               378MB / 1.49GB      0B / 0B             23
63.03%              87.05MiB / 1.944GiB   4.37%               378MB / 1.49GB      0B / 0B             23
74.36%              88.72MiB / 1.944GiB   4.46%               379MB / 1.49GB      0B / 0B             23
74.36%              88.72MiB / 1.944GiB   4.46%               379MB / 1.49GB      0B / 0B             23
76.71%              89.22MiB / 1.944GiB   4.48%               381MB / 1.5GB       0B / 0B             23
76.71%              89.22MiB / 1.944GiB   4.48%               381MB / 1.5GB       0B / 0B             23
80.62%              89.22MiB / 1.944GiB   4.48%               382MB / 1.5GB       0B / 0B             23
80.62%              89.22MiB / 1.944GiB   4.48%               382MB / 1.5GB       0B / 0B             23
65.28%              88.4MiB / 1.944GiB   4.44%               384MB / 1.51GB      0B / 0B             23
65.28%              88.4MiB / 1.944GiB   4.44%               384MB / 1.51GB      0B / 0B             23
78.07%              89.19MiB / 1.944GiB   4.48%               385MB / 1.51GB      0B / 0B             23
78.07%              89.19MiB / 1.944GiB   4.48%               385MB / 1.51GB      0B / 0B             23
71.03%              88.27MiB / 1.944GiB   4.43%               387MB / 1.52GB      0B / 0B             23
71.03%              88.27MiB / 1.944GiB   4.43%               387MB / 1.52GB      0B / 0B             23
59.88%              88.54MiB / 1.944GiB   4.45%               388MB / 1.53GB      0B / 0B             23
59.88%              88.54MiB / 1.944GiB   4.45%               388MB / 1.53GB      0B / 0B             23
89.67%              88.87MiB / 1.944GiB   4.46%               389MB / 1.53GB      0B / 0B             23
89.67%              88.87MiB / 1.944GiB   4.46%               389MB / 1.53GB      0B / 0B             23
50.78%              88.97MiB / 1.944GiB   4.47%               390MB / 1.54GB      0B / 0B             23
50.78%              88.97MiB / 1.944GiB   4.47%               390MB / 1.54GB      0B / 0B             23
72.78%              89.26MiB / 1.944GiB   4.48%               392MB / 1.54GB      0B / 0B             23
72.78%              89.26MiB / 1.944GiB   4.48%               392MB / 1.54GB      0B / 0B             23
50.69%              88.84MiB / 1.944GiB   4.46%               393MB / 1.55GB      0B / 0B             23
50.69%              88.84MiB / 1.944GiB   4.46%               393MB / 1.55GB      0B / 0B             23
83.55%              91.05MiB / 1.944GiB   4.57%               395MB / 1.55GB      0B / 0B             23
83.55%              91.05MiB / 1.944GiB   4.57%               395MB / 1.55GB      0B / 0B             23
61.57%              91.76MiB / 1.944GiB   4.61%               396MB / 1.56GB      0B / 0B             23
61.57%              91.76MiB / 1.944GiB   4.61%               396MB / 1.56GB      0B / 0B             23
76.96%              92.51MiB / 1.944GiB   4.65%               397MB / 1.56GB      0B / 0B             23
76.96%              92.51MiB / 1.944GiB   4.65%               397MB / 1.56GB      0B / 0B             23
65.75%              91.45MiB / 1.944GiB   4.59%               398MB / 1.57GB      0B / 0B             23
65.75%              91.45MiB / 1.944GiB   4.59%               398MB / 1.57GB      0B / 0B             23
