CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
37.75%              342.2MiB / 1.944GiB   17.19%              292MB / 230MB       0B / 0B             230
43.11%              342.3MiB / 1.944GiB   17.20%              294MB / 231MB       0B / 0B             230
43.11%              342.3MiB / 1.944GiB   17.20%              294MB / 231MB       0B / 0B             230
39.88%              342.7MiB / 1.944GiB   17.22%              296MB / 233MB       0B / 0B             230
39.88%              342.7MiB / 1.944GiB   17.22%              296MB / 233MB       0B / 0B             230
40.17%              343MiB / 1.944GiB   17.23%              298MB / 235MB       0B / 0B             230
40.17%              343MiB / 1.944GiB   17.23%              298MB / 235MB       0B / 0B             230
40.44%              343.3MiB / 1.944GiB   17.25%              300MB / 236MB       0B / 0B             230
40.44%              343.3MiB / 1.944GiB   17.25%              300MB / 236MB       0B / 0B             230
41.21%              343.8MiB / 1.944GiB   17.27%              302MB / 238MB       0B / 0B             230
41.21%              343.8MiB / 1.944GiB   17.27%              302MB / 238MB       0B / 0B             230
39.24%              344.2MiB / 1.944GiB   17.29%              304MB / 240MB       0B / 0B             230
39.24%              344.2MiB / 1.944GiB   17.29%              304MB / 240MB       0B / 0B             230
42.60%              344.6MiB / 1.944GiB   17.31%              306MB / 241MB       0B / 0B             230
42.60%              344.6MiB / 1.944GiB   17.31%              306MB / 241MB       0B / 0B             230
40.24%              344.9MiB / 1.944GiB   17.33%              308MB / 243MB       0B / 0B             230
40.24%              344.9MiB / 1.944GiB   17.33%              308MB / 243MB       0B / 0B             230
42.68%              345.3MiB / 1.944GiB   17.35%              310MB / 245MB       0B / 0B             230
42.68%              345.3MiB / 1.944GiB   17.35%              310MB / 245MB       0B / 0B             230
40.51%              345.5MiB / 1.944GiB   17.36%              313MB / 246MB       0B / 0B             230
40.51%              345.5MiB / 1.944GiB   17.36%              313MB / 246MB       0B / 0B             230
42.27%              345.7MiB / 1.944GiB   17.37%              315MB / 248MB       0B / 0B             230
42.27%              345.7MiB / 1.944GiB   17.37%              315MB / 248MB       0B / 0B             230
43.70%              346.1MiB / 1.944GiB   17.39%              317MB / 250MB       0B / 0B             230
43.70%              346.1MiB / 1.944GiB   17.39%              317MB / 250MB       0B / 0B             230
41.32%              346.5MiB / 1.944GiB   17.41%              319MB / 251MB       0B / 0B             230
41.32%              346.5MiB / 1.944GiB   17.41%              319MB / 251MB       0B / 0B             230
41.29%              346.8MiB / 1.944GiB   17.42%              321MB / 253MB       0B / 0B             230
41.29%              346.8MiB / 1.944GiB   17.42%              321MB / 253MB       0B / 0B             230
40.62%              347.2MiB / 1.944GiB   17.45%              323MB / 255MB       0B / 0B             230
40.62%              347.2MiB / 1.944GiB   17.45%              323MB / 255MB       0B / 0B             230
40.57%              347.8MiB / 1.944GiB   17.48%              325MB / 256MB       0B / 0B             230
40.57%              347.8MiB / 1.944GiB   17.48%              325MB / 256MB       0B / 0B             230
41.69%              347.8MiB / 1.944GiB   17.47%              327MB / 258MB       0B / 0B             230
41.69%              347.8MiB / 1.944GiB   17.47%              327MB / 258MB       0B / 0B             230
39.72%              348MiB / 1.944GiB   17.49%              329MB / 259MB       0B / 0B             230
39.72%              348MiB / 1.944GiB   17.49%              329MB / 259MB       0B / 0B             230
43.84%              348.4MiB / 1.944GiB   17.51%              331MB / 261MB       0B / 0B             230
43.84%              348.4MiB / 1.944GiB   17.51%              331MB / 261MB       0B / 0B             230
42.55%              348.8MiB / 1.944GiB   17.52%              333MB / 263MB       0B / 0B             230
42.55%              348.8MiB / 1.944GiB   17.52%              333MB / 263MB       0B / 0B             230
40.48%              349MiB / 1.944GiB   17.53%              336MB / 265MB       0B / 0B             230
40.48%              349MiB / 1.944GiB   17.53%              336MB / 265MB       0B / 0B             230
39.52%              349.6MiB / 1.944GiB   17.56%              338MB / 266MB       0B / 0B             230
39.52%              349.6MiB / 1.944GiB   17.56%              338MB / 266MB       0B / 0B             230
38.34%              349.7MiB / 1.944GiB   17.57%              340MB / 268MB       0B / 0B             230
38.34%              349.7MiB / 1.944GiB   17.57%              340MB / 268MB       0B / 0B             230
40.38%              350.1MiB / 1.944GiB   17.59%              342MB / 269MB       0B / 0B             230
40.38%              350.1MiB / 1.944GiB   17.59%              342MB / 269MB       0B / 0B             230
41.78%              350.5MiB / 1.944GiB   17.61%              344MB / 271MB       0B / 0B             230
41.78%              350.5MiB / 1.944GiB   17.61%              344MB / 271MB       0B / 0B             230
40.51%              350.9MiB / 1.944GiB   17.63%              346MB / 273MB       0B / 0B             230
40.51%              350.9MiB / 1.944GiB   17.63%              346MB / 273MB       0B / 0B             230
39.45%              351.3MiB / 1.944GiB   17.65%              348MB / 274MB       0B / 0B             230
39.45%              351.3MiB / 1.944GiB   17.65%              348MB / 274MB       0B / 0B             230
43.54%              351.6MiB / 1.944GiB   17.66%              350MB / 276MB       0B / 0B             230
43.54%              351.6MiB / 1.944GiB   17.66%              350MB / 276MB       0B / 0B             230
40.83%              351.8MiB / 1.944GiB   17.68%              352MB / 278MB       0B / 0B             230
40.83%              351.8MiB / 1.944GiB   17.68%              352MB / 278MB       0B / 0B             230
39.07%              352.5MiB / 1.944GiB   17.71%              354MB / 279MB       0B / 0B             230
39.07%              352.5MiB / 1.944GiB   17.71%              354MB / 279MB       0B / 0B             230
43.49%              352.7MiB / 1.944GiB   17.72%              356MB / 281MB       0B / 0B             230
43.49%              352.7MiB / 1.944GiB   17.72%              356MB / 281MB       0B / 0B             230
42.14%              352.9MiB / 1.944GiB   17.73%              358MB / 283MB       0B / 0B             230
42.14%              352.9MiB / 1.944GiB   17.73%              358MB / 283MB       0B / 0B             230
39.66%              353.2MiB / 1.944GiB   17.75%              360MB / 284MB       0B / 0B             230
39.66%              353.2MiB / 1.944GiB   17.75%              360MB / 284MB       0B / 0B             230
42.22%              353.6MiB / 1.944GiB   17.76%              363MB / 286MB       0B / 0B             230
42.22%              353.6MiB / 1.944GiB   17.76%              363MB / 286MB       0B / 0B             230
40.69%              353.9MiB / 1.944GiB   17.78%              365MB / 288MB       0B / 0B             230
40.69%              353.9MiB / 1.944GiB   17.78%              365MB / 288MB       0B / 0B             230
40.97%              354.2MiB / 1.944GiB   17.79%              367MB / 289MB       0B / 0B             230
40.97%              354.2MiB / 1.944GiB   17.79%              367MB / 289MB       0B / 0B             230
40.17%              354.3MiB / 1.944GiB   17.80%              369MB / 291MB       0B / 0B             230
40.17%              354.3MiB / 1.944GiB   17.80%              369MB / 291MB       0B / 0B             230
41.12%              354.9MiB / 1.944GiB   17.83%              371MB / 293MB       0B / 0B             230
41.12%              354.9MiB / 1.944GiB   17.83%              371MB / 293MB       0B / 0B             230
38.81%              355MiB / 1.944GiB   17.83%              373MB / 294MB       0B / 0B             230
38.81%              355MiB / 1.944GiB   17.83%              373MB / 294MB       0B / 0B             230
39.63%              354.7MiB / 1.944GiB   17.82%              375MB / 296MB       0B / 0B             230
39.63%              354.7MiB / 1.944GiB   17.82%              375MB / 296MB       0B / 0B             230
42.52%              355.2MiB / 1.944GiB   17.85%              377MB / 298MB       0B / 0B             230
42.52%              355.2MiB / 1.944GiB   17.85%              377MB / 298MB       0B / 0B             230
39.31%              355.6MiB / 1.944GiB   17.87%              379MB / 299MB       0B / 0B             230
39.31%              355.6MiB / 1.944GiB   17.87%              379MB / 299MB       0B / 0B             230
39.78%              356.2MiB / 1.944GiB   17.90%              381MB / 301MB       0B / 0B             230
39.78%              356.2MiB / 1.944GiB   17.90%              381MB / 301MB       0B / 0B             230
39.58%              356.4MiB / 1.944GiB   17.91%              383MB / 302MB       0B / 0B             230
39.58%              356.4MiB / 1.944GiB   17.91%              383MB / 302MB       0B / 0B             230
40.02%              356.7MiB / 1.944GiB   17.92%              385MB / 304MB       0B / 0B             230
40.02%              356.7MiB / 1.944GiB   17.92%              385MB / 304MB       0B / 0B             230
40.02%              356.7MiB / 1.944GiB   17.92%              385MB / 304MB       0B / 0B             230
40.02%              356.7MiB / 1.944GiB   17.92%              385MB / 304MB       0B / 0B             230
15.87%              357.1MiB / 1.944GiB   17.94%              387MB / 305MB       0B / 0B             230
15.87%              357.1MiB / 1.944GiB   17.94%              387MB / 305MB       0B / 0B             230
55.56%              357.3MiB / 1.944GiB   17.95%              389MB / 307MB       0B / 0B             230
55.56%              357.3MiB / 1.944GiB   17.95%              389MB / 307MB       0B / 0B             230
41.63%              357.9MiB / 1.944GiB   17.98%              391MB / 309MB       0B / 0B             230
41.63%              357.9MiB / 1.944GiB   17.98%              391MB / 309MB       0B / 0B             230
39.24%              358.1MiB / 1.944GiB   17.99%              393MB / 310MB       0B / 0B             230
39.24%              358.1MiB / 1.944GiB   17.99%              393MB / 310MB       0B / 0B             230
38.54%              358.5MiB / 1.944GiB   18.01%              395MB / 312MB       0B / 0B             230
38.54%              358.5MiB / 1.944GiB   18.01%              395MB / 312MB       0B / 0B             230
40.22%              358.7MiB / 1.944GiB   18.02%              397MB / 314MB       0B / 0B             230
40.22%              358.7MiB / 1.944GiB   18.02%              397MB / 314MB       0B / 0B             230
41.35%              358.9MiB / 1.944GiB   18.03%              400MB / 315MB       0B / 0B             230
41.35%              358.9MiB / 1.944GiB   18.03%              400MB / 315MB       0B / 0B             230
40.53%              359.4MiB / 1.944GiB   18.06%              402MB / 317MB       0B / 0B             230
40.53%              359.4MiB / 1.944GiB   18.06%              402MB / 317MB       0B / 0B             230
38.80%              359.8MiB / 1.944GiB   18.08%              404MB / 319MB       0B / 0B             230
38.80%              359.8MiB / 1.944GiB   18.08%              404MB / 319MB       0B / 0B             230
41.11%              360MiB / 1.944GiB   18.09%              406MB / 320MB       0B / 0B             230
41.11%              360MiB / 1.944GiB   18.09%              406MB / 320MB       0B / 0B             230
42.18%              360.2MiB / 1.944GiB   18.10%              408MB / 322MB       0B / 0B             230
42.18%              360.2MiB / 1.944GiB   18.10%              408MB / 322MB       0B / 0B             230
39.74%              360.7MiB / 1.944GiB   18.12%              410MB / 324MB       0B / 0B             230
39.74%              360.7MiB / 1.944GiB   18.12%              410MB / 324MB       0B / 0B             230
39.57%              361.1MiB / 1.944GiB   18.14%              412MB / 325MB       0B / 0B             230
39.57%              361.1MiB / 1.944GiB   18.14%              412MB / 325MB       0B / 0B             230
39.22%              361.4MiB / 1.944GiB   18.16%              414MB / 327MB       0B / 0B             230
39.22%              361.4MiB / 1.944GiB   18.16%              414MB / 327MB       0B / 0B             230
41.87%              361.7MiB / 1.944GiB   18.17%              416MB / 328MB       0B / 0B             230
41.87%              361.7MiB / 1.944GiB   18.17%              416MB / 328MB       0B / 0B             230
41.00%              362MiB / 1.944GiB   18.19%              418MB / 330MB       0B / 0B             230
41.00%              362MiB / 1.944GiB   18.19%              418MB / 330MB       0B / 0B             230
42.37%              362.2MiB / 1.944GiB   18.20%              420MB / 332MB       0B / 0B             230
42.37%              362.2MiB / 1.944GiB   18.20%              420MB / 332MB       0B / 0B             230
40.13%              362.8MiB / 1.944GiB   18.23%              422MB / 333MB       0B / 0B             230
40.13%              362.8MiB / 1.944GiB   18.23%              422MB / 333MB       0B / 0B             230
40.68%              362.9MiB / 1.944GiB   18.23%              424MB / 335MB       0B / 0B             230
40.68%              362.9MiB / 1.944GiB   18.23%              424MB / 335MB       0B / 0B             230
38.00%              363.5MiB / 1.944GiB   18.26%              426MB / 337MB       0B / 0B             230
38.00%              363.5MiB / 1.944GiB   18.26%              426MB / 337MB       0B / 0B             230
43.08%              363.4MiB / 1.944GiB   18.26%              429MB / 338MB       0B / 0B             230
43.08%              363.4MiB / 1.944GiB   18.26%              429MB / 338MB       0B / 0B             230
38.39%              363.7MiB / 1.944GiB   18.27%              431MB / 340MB       0B / 0B             230
38.39%              363.7MiB / 1.944GiB   18.27%              431MB / 340MB       0B / 0B             230
40.02%              364.3MiB / 1.944GiB   18.30%              433MB / 342MB       0B / 0B             230
40.02%              364.3MiB / 1.944GiB   18.30%              433MB / 342MB       0B / 0B             230
41.83%              364.8MiB / 1.944GiB   18.33%              435MB / 343MB       0B / 0B             230
41.83%              364.8MiB / 1.944GiB   18.33%              435MB / 343MB       0B / 0B             230
39.14%              365.2MiB / 1.944GiB   18.35%              437MB / 345MB       0B / 0B             230
39.14%              365.2MiB / 1.944GiB   18.35%              437MB / 345MB       0B / 0B             230
41.28%              365.6MiB / 1.944GiB   18.37%              439MB / 346MB       0B / 0B             230
41.28%              365.6MiB / 1.944GiB   18.37%              439MB / 346MB       0B / 0B             230
41.97%              366MiB / 1.944GiB   18.39%              441MB / 348MB       0B / 0B             230
41.97%              366MiB / 1.944GiB   18.39%              441MB / 348MB       0B / 0B             230
39.19%              366.1MiB / 1.944GiB   18.40%              443MB / 350MB       0B / 0B             230
39.19%              366.1MiB / 1.944GiB   18.40%              443MB / 350MB       0B / 0B             230
41.70%              366.2MiB / 1.944GiB   18.40%              445MB / 351MB       0B / 0B             230
41.70%              366.2MiB / 1.944GiB   18.40%              445MB / 351MB       0B / 0B             230
38.07%              366.4MiB / 1.944GiB   18.41%              447MB / 353MB       0B / 0B             230
38.07%              366.4MiB / 1.944GiB   18.41%              447MB / 353MB       0B / 0B             230
40.78%              366.7MiB / 1.944GiB   18.42%              449MB / 355MB       0B / 0B             230
40.78%              366.7MiB / 1.944GiB   18.42%              449MB / 355MB       0B / 0B             230
44.27%              367.3MiB / 1.944GiB   18.46%              451MB / 356MB       0B / 0B             230
44.27%              367.3MiB / 1.944GiB   18.46%              451MB / 356MB       0B / 0B             230
40.59%              367.5MiB / 1.944GiB   18.46%              453MB / 358MB       0B / 0B             230
40.59%              367.5MiB / 1.944GiB   18.46%              453MB / 358MB       0B / 0B             230
41.16%              367.8MiB / 1.944GiB   18.48%              455MB / 360MB       0B / 0B             230
41.16%              367.8MiB / 1.944GiB   18.48%              455MB / 360MB       0B / 0B             230
40.96%              368.2MiB / 1.944GiB   18.50%              458MB / 361MB       0B / 0B             230
40.96%              368.2MiB / 1.944GiB   18.50%              458MB / 361MB       0B / 0B             230
39.12%              368.4MiB / 1.944GiB   18.51%              460MB / 363MB       0B / 0B             230
39.12%              368.4MiB / 1.944GiB   18.51%              460MB / 363MB       0B / 0B             230
40.04%              368.9MiB / 1.944GiB   18.54%              462MB / 364MB       0B / 0B             230
40.04%              368.9MiB / 1.944GiB   18.54%              462MB / 364MB       0B / 0B             230
41.20%              369.2MiB / 1.944GiB   18.55%              464MB / 366MB       0B / 0B             230
41.20%              369.2MiB / 1.944GiB   18.55%              464MB / 366MB       0B / 0B             230
40.83%              369.6MiB / 1.944GiB   18.57%              466MB / 368MB       0B / 0B             230
40.83%              369.6MiB / 1.944GiB   18.57%              466MB / 368MB       0B / 0B             230
39.39%              369.9MiB / 1.944GiB   18.59%              468MB / 369MB       0B / 0B             230
39.39%              369.9MiB / 1.944GiB   18.59%              468MB / 369MB       0B / 0B             230
39.13%              370.2MiB / 1.944GiB   18.60%              470MB / 371MB       0B / 0B             230
39.13%              370.2MiB / 1.944GiB   18.60%              470MB / 371MB       0B / 0B             230
42.41%              370.5MiB / 1.944GiB   18.62%              472MB / 373MB       0B / 0B             230
42.41%              370.5MiB / 1.944GiB   18.62%              472MB / 373MB       0B / 0B             230
41.41%              370.6MiB / 1.944GiB   18.62%              474MB / 374MB       0B / 0B             230
41.41%              370.6MiB / 1.944GiB   18.62%              474MB / 374MB       0B / 0B             230
39.44%              371.1MiB / 1.944GiB   18.65%              476MB / 376MB       0B / 0B             230
39.44%              371.1MiB / 1.944GiB   18.65%              476MB / 376MB       0B / 0B             230
39.93%              371.5MiB / 1.944GiB   18.66%              478MB / 378MB       0B / 0B             230
39.93%              371.5MiB / 1.944GiB   18.66%              478MB / 378MB       0B / 0B             230
40.44%              371.8MiB / 1.944GiB   18.68%              480MB / 379MB       0B / 0B             230
40.44%              371.8MiB / 1.944GiB   18.68%              480MB / 379MB       0B / 0B             230
39.85%              372.3MiB / 1.944GiB   18.71%              482MB / 381MB       0B / 0B             230
39.85%              372.3MiB / 1.944GiB   18.71%              482MB / 381MB       0B / 0B             230
41.86%              372.8MiB / 1.944GiB   18.73%              485MB / 383MB       0B / 0B             230
41.86%              372.8MiB / 1.944GiB   18.73%              485MB / 383MB       0B / 0B             230
38.74%              373MiB / 1.944GiB   18.74%              487MB / 384MB       0B / 0B             230
38.74%              373MiB / 1.944GiB   18.74%              487MB / 384MB       0B / 0B             230
39.69%              373.2MiB / 1.944GiB   18.75%              489MB / 386MB       0B / 0B             230
39.69%              373.2MiB / 1.944GiB   18.75%              489MB / 386MB       0B / 0B             230
42.17%              373.5MiB / 1.944GiB   18.76%              491MB / 388MB       0B / 0B             230
42.17%              373.5MiB / 1.944GiB   18.76%              491MB / 388MB       0B / 0B             230
38.19%              373.5MiB / 1.944GiB   18.77%              493MB / 389MB       0B / 0B             230
38.19%              373.5MiB / 1.944GiB   18.77%              493MB / 389MB       0B / 0B             230
41.33%              374MiB / 1.944GiB   18.79%              495MB / 391MB       0B / 0B             230
41.33%              374MiB / 1.944GiB   18.79%              495MB / 391MB       0B / 0B             230
42.71%              374.6MiB / 1.944GiB   18.82%              497MB / 393MB       0B / 0B             230
42.71%              374.6MiB / 1.944GiB   18.82%              497MB / 393MB       0B / 0B             230
40.15%              374.7MiB / 1.944GiB   18.83%              499MB / 394MB       0B / 0B             230
40.15%              374.7MiB / 1.944GiB   18.83%              499MB / 394MB       0B / 0B             230
39.96%              375.2MiB / 1.944GiB   18.85%              501MB / 396MB       0B / 0B             230
39.96%              375.2MiB / 1.944GiB   18.85%              501MB / 396MB       0B / 0B             230
39.96%              375.5MiB / 1.944GiB   18.87%              503MB / 398MB       0B / 0B             230
39.96%              375.5MiB / 1.944GiB   18.87%              503MB / 398MB       0B / 0B             230
42.86%              375.9MiB / 1.944GiB   18.89%              505MB / 399MB       0B / 0B             230
42.86%              375.9MiB / 1.944GiB   18.89%              505MB / 399MB       0B / 0B             230
39.97%              376MiB / 1.944GiB   18.89%              507MB / 401MB       0B / 0B             230
39.97%              376MiB / 1.944GiB   18.89%              507MB / 401MB       0B / 0B             230
43.53%              376.7MiB / 1.944GiB   18.93%              510MB / 403MB       0B / 0B             230
43.53%              376.7MiB / 1.944GiB   18.93%              510MB / 403MB       0B / 0B             230
46.33%              377.1MiB / 1.944GiB   18.94%              512MB / 404MB       0B / 0B             230
46.33%              377.1MiB / 1.944GiB   18.94%              512MB / 404MB       0B / 0B             230
44.16%              377.3MiB / 1.944GiB   18.96%              514MB / 406MB       0B / 0B             230
44.16%              377.3MiB / 1.944GiB   18.96%              514MB / 406MB       0B / 0B             230
41.70%              377.3MiB / 1.944GiB   18.96%              516MB / 408MB       0B / 0B             230
41.70%              377.3MiB / 1.944GiB   18.96%              516MB / 408MB       0B / 0B             230
42.76%              377.7MiB / 1.944GiB   18.98%              518MB / 409MB       0B / 0B             230
42.76%              377.7MiB / 1.944GiB   18.98%              518MB / 409MB       0B / 0B             230
41.24%              378.2MiB / 1.944GiB   19.00%              520MB / 411MB       0B / 0B             230
41.24%              378.2MiB / 1.944GiB   19.00%              520MB / 411MB       0B / 0B             230
28.56%              378.4MiB / 1.944GiB   19.01%              521MB / 412MB       0B / 0B             230
28.56%              378.4MiB / 1.944GiB   19.01%              521MB / 412MB       0B / 0B             230
59.44%              378.6MiB / 1.944GiB   19.02%              524MB / 414MB       0B / 0B             230
59.44%              378.6MiB / 1.944GiB   19.02%              524MB / 414MB       0B / 0B             230
48.43%              379.1MiB / 1.944GiB   19.05%              526MB / 416MB       0B / 0B             230
48.43%              379.1MiB / 1.944GiB   19.05%              526MB / 416MB       0B / 0B             230
43.47%              379.6MiB / 1.944GiB   19.07%              528MB / 417MB       0B / 0B             230
43.47%              379.6MiB / 1.944GiB   19.07%              528MB / 417MB       0B / 0B             230
39.58%              379.6MiB / 1.944GiB   19.07%              530MB / 419MB       0B / 0B             230
39.58%              379.6MiB / 1.944GiB   19.07%              530MB / 419MB       0B / 0B             230
38.65%              379.8MiB / 1.944GiB   19.08%              532MB / 420MB       0B / 0B             230
38.65%              379.8MiB / 1.944GiB   19.08%              532MB / 420MB       0B / 0B             230
40.22%              380.4MiB / 1.944GiB   19.11%              534MB / 422MB       0B / 0B             230
40.22%              380.4MiB / 1.944GiB   19.11%              534MB / 422MB       0B / 0B             230
40.80%              380.6MiB / 1.944GiB   19.12%              536MB / 424MB       0B / 0B             230
40.80%              380.6MiB / 1.944GiB   19.12%              536MB / 424MB       0B / 0B             230
42.08%              380.8MiB / 1.944GiB   19.13%              538MB / 425MB       0B / 0B             230
42.08%              380.8MiB / 1.944GiB   19.13%              538MB / 425MB       0B / 0B             230
40.65%              381.2MiB / 1.944GiB   19.15%              540MB / 427MB       0B / 0B             230
40.65%              381.2MiB / 1.944GiB   19.15%              540MB / 427MB       0B / 0B             230
41.52%              381.1MiB / 1.944GiB   19.14%              542MB / 429MB       0B / 0B             230
41.52%              381.1MiB / 1.944GiB   19.14%              542MB / 429MB       0B / 0B             230
42.02%              381.1MiB / 1.944GiB   19.15%              545MB / 430MB       0B / 0B             230
42.02%              381.1MiB / 1.944GiB   19.15%              545MB / 430MB       0B / 0B             230
39.21%              381.3MiB / 1.944GiB   19.16%              547MB / 432MB       0B / 0B             230
39.21%              381.3MiB / 1.944GiB   19.16%              547MB / 432MB       0B / 0B             230
39.90%              381.8MiB / 1.944GiB   19.18%              549MB / 434MB       0B / 0B             230
39.90%              381.8MiB / 1.944GiB   19.18%              549MB / 434MB       0B / 0B             230
39.26%              382.3MiB / 1.944GiB   19.21%              551MB / 435MB       0B / 0B             230
39.26%              382.3MiB / 1.944GiB   19.21%              551MB / 435MB       0B / 0B             230
41.60%              382.6MiB / 1.944GiB   19.22%              553MB / 437MB       0B / 0B             230
41.60%              382.6MiB / 1.944GiB   19.22%              553MB / 437MB       0B / 0B             230
41.41%              382.8MiB / 1.944GiB   19.23%              555MB / 439MB       0B / 0B             230
41.41%              382.8MiB / 1.944GiB   19.23%              555MB / 439MB       0B / 0B             230
41.04%              383.2MiB / 1.944GiB   19.25%              557MB / 440MB       0B / 0B             230
41.04%              383.2MiB / 1.944GiB   19.25%              557MB / 440MB       0B / 0B             230
38.80%              383.2MiB / 1.944GiB   19.25%              559MB / 442MB       0B / 0B             230
38.80%              383.2MiB / 1.944GiB   19.25%              559MB / 442MB       0B / 0B             230
43.66%              383.8MiB / 1.944GiB   19.28%              561MB / 443MB       0B / 0B             230
43.66%              383.8MiB / 1.944GiB   19.28%              561MB / 443MB       0B / 0B             230
38.96%              384.2MiB / 1.944GiB   19.30%              563MB / 445MB       0B / 0B             230
38.96%              384.2MiB / 1.944GiB   19.30%              563MB / 445MB       0B / 0B             230
41.90%              384.3MiB / 1.944GiB   19.31%              565MB / 447MB       0B / 0B             230
41.90%              384.3MiB / 1.944GiB   19.31%              565MB / 447MB       0B / 0B             230
42.06%              384.9MiB / 1.944GiB   19.34%              567MB / 448MB       0B / 0B             230
42.06%              384.9MiB / 1.944GiB   19.34%              567MB / 448MB       0B / 0B             230
39.31%              385.2MiB / 1.944GiB   19.35%              569MB / 450MB       0B / 0B             230
39.31%              385.2MiB / 1.944GiB   19.35%              569MB / 450MB       0B / 0B             230
41.40%              385.6MiB / 1.944GiB   19.37%              572MB / 452MB       0B / 0B             230
41.40%              385.6MiB / 1.944GiB   19.37%              572MB / 452MB       0B / 0B             230
42.27%              385.6MiB / 1.944GiB   19.37%              574MB / 453MB       0B / 0B             230
42.27%              385.6MiB / 1.944GiB   19.37%              574MB / 453MB       0B / 0B             230
40.35%              386.4MiB / 1.944GiB   19.41%              576MB / 455MB       0B / 0B             230
40.35%              386.4MiB / 1.944GiB   19.41%              576MB / 455MB       0B / 0B             230
41.16%              386.7MiB / 1.944GiB   19.43%              578MB / 457MB       0B / 0B             230
41.16%              386.7MiB / 1.944GiB   19.43%              578MB / 457MB       0B / 0B             230
40.53%              386.7MiB / 1.944GiB   19.43%              580MB / 458MB       0B / 0B             230
40.53%              386.7MiB / 1.944GiB   19.43%              580MB / 458MB       0B / 0B             230
40.59%              387.3MiB / 1.944GiB   19.46%              582MB / 460MB       0B / 0B             230
40.59%              387.3MiB / 1.944GiB   19.46%              582MB / 460MB       0B / 0B             230
41.57%              387.5MiB / 1.944GiB   19.47%              584MB / 462MB       0B / 0B             230
41.57%              387.5MiB / 1.944GiB   19.47%              584MB / 462MB       0B / 0B             230
43.52%              387.9MiB / 1.944GiB   19.49%              586MB / 463MB       0B / 0B             230
43.52%              387.9MiB / 1.944GiB   19.49%              586MB / 463MB       0B / 0B             230
38.77%              388.3MiB / 1.944GiB   19.51%              588MB / 465MB       0B / 0B             230
38.77%              388.3MiB / 1.944GiB   19.51%              588MB / 465MB       0B / 0B             230
41.49%              388.4MiB / 1.944GiB   19.51%              590MB / 467MB       0B / 0B             230
41.49%              388.4MiB / 1.944GiB   19.51%              590MB / 467MB       0B / 0B             230
38.13%              388.6MiB / 1.944GiB   19.53%              592MB / 468MB       0B / 0B             230
38.13%              388.6MiB / 1.944GiB   19.53%              592MB / 468MB       0B / 0B             230
40.34%              388.9MiB / 1.944GiB   19.54%              594MB / 470MB       0B / 0B             230
40.34%              388.9MiB / 1.944GiB   19.54%              594MB / 470MB       0B / 0B             230
43.06%              389.5MiB / 1.944GiB   19.57%              596MB / 471MB       0B / 0B             230
43.06%              389.5MiB / 1.944GiB   19.57%              596MB / 471MB       0B / 0B             230
43.66%              389.7MiB / 1.944GiB   19.58%              599MB / 473MB       0B / 0B             230
43.66%              389.7MiB / 1.944GiB   19.58%              599MB / 473MB       0B / 0B             230
41.81%              390.1MiB / 1.944GiB   19.60%              601MB / 475MB       0B / 0B             230
41.81%              390.1MiB / 1.944GiB   19.60%              601MB / 475MB       0B / 0B             230
42.46%              390.4MiB / 1.944GiB   19.61%              603MB / 476MB       0B / 0B             230
42.46%              390.4MiB / 1.944GiB   19.61%              603MB / 476MB       0B / 0B             230
41.33%              390.7MiB / 1.944GiB   19.63%              605MB / 478MB       0B / 0B             230
41.33%              390.7MiB / 1.944GiB   19.63%              605MB / 478MB       0B / 0B             230
43.00%              391.1MiB / 1.944GiB   19.65%              607MB / 480MB       0B / 0B             230
43.00%              391.1MiB / 1.944GiB   19.65%              607MB / 480MB       0B / 0B             230
40.66%              391.4MiB / 1.944GiB   19.66%              609MB / 481MB       0B / 0B             230
40.66%              391.4MiB / 1.944GiB   19.66%              609MB / 481MB       0B / 0B             230
41.27%              391.8MiB / 1.944GiB   19.68%              611MB / 483MB       0B / 0B             230
41.27%              391.8MiB / 1.944GiB   19.68%              611MB / 483MB       0B / 0B             230
43.53%              392.4MiB / 1.944GiB   19.71%              613MB / 485MB       0B / 0B             230
43.53%              392.4MiB / 1.944GiB   19.71%              613MB / 485MB       0B / 0B             230
39.98%              392.2MiB / 1.944GiB   19.70%              615MB / 486MB       0B / 0B             230
39.98%              392.2MiB / 1.944GiB   19.70%              615MB / 486MB       0B / 0B             230
42.14%              392.7MiB / 1.944GiB   19.73%              617MB / 488MB       0B / 0B             230
42.14%              392.7MiB / 1.944GiB   19.73%              617MB / 488MB       0B / 0B             230
43.27%              393.2MiB / 1.944GiB   19.75%              619MB / 490MB       0B / 0B             230
43.27%              393.2MiB / 1.944GiB   19.75%              619MB / 490MB       0B / 0B             230
40.63%              393.4MiB / 1.944GiB   19.77%              621MB / 491MB       0B / 0B             230
40.63%              393.4MiB / 1.944GiB   19.77%              621MB / 491MB       0B / 0B             230
42.60%              393.8MiB / 1.944GiB   19.79%              624MB / 493MB       0B / 0B             230
42.60%              393.8MiB / 1.944GiB   19.79%              624MB / 493MB       0B / 0B             230
43.35%              393.9MiB / 1.944GiB   19.79%              626MB / 495MB       0B / 0B             230
43.35%              393.9MiB / 1.944GiB   19.79%              626MB / 495MB       0B / 0B             230
